reading_id,sensor_id,robot_id,timestamp,reading_type,value,unit,threshold_min,threshold_max,alert_triggered,alert_level,battery_level_pct,signal_strength_dbm,location_x_m,location_y_m,floor_level,zone_id,status_code,calibration_offset,packet_loss_pct
14711320,750594,836048,2023-10-15 08:19:37,Distance,50.2804,A,23.91,74.29,0,None,12,-83,51.84,137.6,1,215211,CALIB,-0.0514,4.19
40861893,768261,834675,2024-09-18 00:29:35,Torque,45.071,m/s²,16.89,67.06,0,None,6,-37,190.01,79.1,2,210371,CALIB,0.1565,0.44
15639912,767723,809083,2024-08-20 17:57:34,Position,58.1918,Nm,28.42,69.46,0,Info,86,-50,177.33,112.78,2,285422,ERR,0.0024,0.76
47027853,741430,856821,2024-08-26 00:39:51,Torque,28.8776,m,16.14,54.63,0,None,26,-24,95.61,55.09,1,270642,WARN,0.681,0.18
80475582,720279,808288,2025-02-25 01:24:07,Temperature,45.4507,g,35.05,66.81,0,Warning,62,-68,86.86,48.59,1,240078,WARN,0.7467,3.93
48944996,770836,834687,2025-11-06 20:42:38,Distance,63.5286,g,36.38,77.1,0,None,29,-31,64.51,29.57,3,261663,WARN,0.3179,1.42
26200620,725804,809234,2024-11-29 10:33:58,Torque,50.705,g,38.84,62.55,0,None,30,-67,68.45,122.86,2,262853,CALIB,0.1857,0.42
82329541,716051,813510,2026-01-27 14:59:43,Acceleration,47.9334,A,32.58,75.98,0,Info,68,-40,172.16,17.59,1,297619,TIMEOUT,-0.0108,0.86
47497672,718187,878537,2024-05-05 23:01:01,Distance,59.8376,m/s,47.93,82.32,0,None,65,-61,151.47,118.82,2,239049,TIMEOUT,1.0226,2.3
76812675,726449,872589,2025-04-23 10:27:01,Temperature,77.2751,m,54.66,94.99,0,Warning,64,-54,143.61,27.72,3,222094,TIMEOUT,-0.2143,5.69
54214644,770388,879091,2025-08-30 04:54:10,Torque,77.9893,m/s²,50.47,90.3,0,Warning,95,-82,2.83,24.35,1,252062,OK,0.464,0.31
41755763,769549,865277,2023-12-20 21:50:08,Temperature,79.3391,m/s,55.78,90.15,0,None,77,-67,45.01,139.68,1,216889,TIMEOUT,0.8282,4.19
17727359,760178,850064,2024-03-25 06:46:39,Temperature,66.896,°C,51.61,76.99,0,Info,44,-42,137.99,108.55,3,201153,ERR,0.6276,0.73
73121088,745247,847982,2024-06-19 17:18:12,Position,28.4901,Nm,17.86,41.6,0,Critical,64,-28,142.18,9.94,1,264382,OK,0.4988,1.03
12109943,739065,828561,2025-03-06 06:20:32,Acceleration,2.347,m,-24.52,17.15,0,Info,80,-58,96.34,103.42,2,237895,CALIB,-0.5109,2.25
55417358,737380,840291,2024-04-15 00:45:26,Speed,68.1271,°C,39.19,90.63,0,Warning,38,-30,193.62,137.02,2,279811,TIMEOUT,0.4158,1.17
72700310,756528,848130,2025-07-18 06:38:37,Speed,49.7291,deg,34.66,60.22,0,None,22,-82,33.33,128.87,1,203139,OK,0.1042,0.03
58461789,768928,865277,2023-06-24 12:44:15,Speed,88.8828,g,69.33,110.22,0,None,91,-34,61.12,68.12,2,234364,TIMEOUT,-0.0483,1.77
44119190,737095,840291,2025-05-19 04:38:27,Position,25.5102,°C,8.83,43.21,0,None,64,-25,29.21,5.25,2,286579,CALIB,0.1675,2.27
54105286,725778,825446,2024-12-16 11:07:18,Acceleration,40.1909,Nm,22.14,56.8,0,None,52,-37,156.88,54.61,1,288794,WARN,0.4531,0.89
28624553,704246,840219,2024-03-11 17:34:35,Distance,71.6232,m,43.66,100.11,0,None,46,-87,193.11,80.37,2,222599,WARN,0.0076,1.19
73313500,725102,828930,2025-06-06 11:20:44,Pressure,33.5265,m/s²,10.17,60.84,0,Info,50,-88,53.17,140.26,3,254327,ERR,0.0522,2.52
89290744,769251,810581,2025-01-13 16:28:54,Acceleration,29.361,°C,16.36,54.28,0,None,86,-24,111.73,15.37,2,252778,ERR,-0.0229,0.06
90481729,718381,891374,2024-08-29 21:04:54,Speed,35.3114,A,24.04,53.76,0,None,70,-21,72.73,145.82,3,214283,OK,-0.1877,4.96
30900078,740242,828561,2024-08-16 04:14:39,Acceleration,76.9097,lux,63.47,92.51,0,None,57,-31,73.24,116.26,1,239907,ERR,-0.0774,0.1
52527792,750180,872589,2023-01-16 22:10:46,Temperature,53.7174,g,32.58,67.69,0,None,14,-39,99.59,108.08,1,250987,OK,0.6995,1.04
41488768,754256,800170,2025-01-12 21:12:42,Torque,71.3938,°C,48.07,91.14,0,None,49,-50,171.65,35.39,3,200092,TIMEOUT,0.1811,0.91
37127305,747714,891690,2023-05-21 01:44:10,Speed,83.8875,m/s²,71.46,104.75,0,Info,47,-32,24.02,44.91,2,242839,WARN,-0.1906,0.58
36301894,742554,836048,2025-01-24 16:24:12,Torque,81.3177,deg,55.71,92.68,0,None,90,-40,66.54,145.22,1,240349,WARN,-0.0962,1.22
80584246,741430,870368,2023-12-29 18:07:04,Speed,80.3171,A,56.03,103.6,0,Warning,23,-24,133.83,23.5,3,287073,ERR,0.3864,2.65
58086269,745918,867363,2025-05-23 12:55:46,Distance,47.4705,°C,28.44,74.0,0,None,48,-63,90.98,65.15,2,226386,CALIB,-0.168,6.6
93633395,744760,848130,2025-02-25 11:35:39,Speed,49.9209,Pa,24.66,70.73,0,Warning,77,-40,64.39,14.51,1,276182,CALIB,0.1327,0.19
75254140,705535,865536,2026-02-26 21:26:38,Distance,70.0763,Nm,43.78,90.58,0,None,23,-36,113.64,82.91,2,273006,OK,0.4298,2.57
57765442,760643,825806,2026-04-25 10:42:29,Luminosity,33.5247,Pa,6.68,52.53,0,None,33,-27,157.34,104.8,3,299871,TIMEOUT,0.0717,0.66
51739713,744788,892723,2025-04-16 04:01:48,Acceleration,83.4464,lux,62.05,103.34,0,None,34,-30,53.91,32.19,3,273524,CALIB,0.1124,0.18
58687738,707234,867256,2023-05-14 20:23:22,Torque,28.0198,deg,1.74,48.18,0,Warning,31,-26,196.14,63.97,1,294968,CALIB,0.8694,0.56
44442448,755900,848709,2024-12-09 17:54:51,Current,53.9831,lux,25.84,73.78,0,None,57,-51,147.65,63.13,3,213643,ERR,-0.3651,0.77
52408280,99601,825806,2023-06-18 14:41:59,Pressure,72.0114,g,45.49,95.62,0,None,22,-55,5.53,51.89,1,242501,CALIB,-0.1148,5.76
64501182,753432,809083,2023-01-01 15:46:29,Torque,60.2129,Nm,37.41,86.96,0,None,36,-61,46.03,97.98,3,245585,ERR,-0.0844,0.75
64071899,732221,875817,2025-01-18 20:46:06,Current,12.0522,Pa,1.24,36.91,0,None,58,-73,37.98,27.34,1,218101,OK,0.8095,0.12
18893026,770247,863757,2025-03-02 08:18:39,Current,67.055,A,54.45,82.21,0,Info,65,-23,96.55,24.92,3,218408,CALIB,0.1554,1.04
81743362,734821,892723,2025-07-05 05:02:02,Temperature,36.3777,m,10.03,58.07,0,Critical,65,-65,185.4,17.77,3,209545,WARN,-0.1528,0.7
78493639,708563,891194,2024-06-26 16:48:51,Position,27.1154,°C,14.92,40.99,0,None,24,-35,65.0,100.98,3,230126,OK,0.2309,0.63
24741378,716393,817231,2026-04-30 03:26:59,Position,58.9868,A,44.11,76.06,0,Info,53,-63,102.54,116.71,2,245805,WARN,0.3367,0.09
73912207,730283,813510,2023-07-17 13:02:28,Distance,30.3301,A,11.16,43.33,0,None,37,-28,137.11,48.23,1,257427,ERR,-0.7837,6.45
37397183,762012,867256,2025-06-02 19:00:17,Luminosity,29.6091,m/s,-0.36,40.58,0,None,45,-46,65.0,31.09,1,263369,ERR,-1.0629,0.46
49433354,730575,865536,2025-04-26 07:35:56,Position,51.7276,°C,37.38,65.17,0,None,23,-26,70.9,71.62,2,299372,OK,0.6607,0.86
84867678,749636,822256,2023-07-12 16:17:09,Distance,45.2121,Nm,30.08,67.82,0,None,73,-45,64.41,64.98,2,252133,WARN,-0.0192,0.41
35612278,769549,809234,2025-10-13 09:57:36,Vibration,33.0325,deg,15.24,49.79,0,Critical,45,-78,195.96,127.43,1,204984,WARN,0.3903,6.16
62789405,730283,800340,2024-09-12 00:21:40,Speed,48.6414,lux,27.97,60.86,0,Warning,44,-32,17.89,37.08,2,250752,OK,0.3173,0.17
97813565,745247,878537,2025-03-05 14:07:36,Temperature,73.3676,m,55.78,90.79,0,Info,71,-67,14.15,4.59,1,246715,ERR,0.8207,1.39
89552505,704324,878159,2025-02-25 15:13:54,Pressure,86.2826,m/s,57.76,115.95,0,None,49,-28,106.76,117.68,1,223251,TIMEOUT,0.2021,4.1
66439030,765466,809234,2023-09-26 00:44:42,Position,23.0915,m/s²,12.71,36.52,0,None,92,-46,99.92,36.69,2,228311,OK,-0.1126,4.5
59129970,744760,872589,2025-03-02 02:35:00,Current,19.5711,Nm,-5.86,44.43,0,Info,74,-85,182.92,6.82,3,240502,TIMEOUT,-1.5906,4.11
34893804,770058,824371,2025-07-25 16:51:21,Acceleration,59.5934,m/s,33.21,80.3,0,Critical,9,-49,72.93,83.47,2,263701,WARN,0.2091,0.53
72733420,737535,817686,2025-12-22 16:03:47,Position,68.1959,m/s²,51.86,96.46,0,None,69,-53,81.23,80.74,2,285636,TIMEOUT,0.34,0.25
74744694,755964,865905,2023-08-06 08:50:30,Current,105.1356,m/s,75.99,118.24,0,Warning,68,-63,198.57,134.16,1,220675,CALIB,-0.0443,0.83
81696895,738035,867363,2023-01-18 03:10:41,Position,32.511,Nm,9.19,60.18,0,None,74,-33,59.15,122.79,2,262967,CALIB,-0.3383,0.57
24838838,746042,891690,2023-05-23 06:17:20,Distance,52.4071,Nm,28.39,72.21,0,None,97,-36,99.3,92.81,1,269952,TIMEOUT,-0.5959,1.67
90336925,707270,830210,2025-08-26 05:31:19,Temperature,27.7937,Nm,-1.43,52.15,0,None,62,-57,52.92,122.02,1,297137,OK,0.1684,1.35
42212451,759129,805208,2025-12-25 08:14:02,Vibration,57.4053,m/s²,29.39,68.98,0,None,10,-49,111.3,124.98,1,253520,TIMEOUT,0.0088,0.93
29033574,725804,802030,2025-02-15 01:48:22,Speed,72.1244,Nm,56.5,90.46,0,None,75,-86,139.75,10.79,2,239185,CALIB,0.5191,1.4
11676712,700048,827716,2025-05-02 07:20:08,Vibration,64.9326,lux,54.02,76.6,0,Critical,97,-80,91.18,76.61,3,207142,TIMEOUT,-1.0488,0.61
12024916,742554,836048,2026-01-15 06:37:36,Pressure,67.0501,m,46.04,82.8,0,Info,9,-84,33.69,117.6,1,253987,WARN,0.7475,1.29
39094638,726716,878159,2024-10-08 09:45:40,Pressure,65.5111,m/s²,44.56,78.03,0,None,6,-73,0.16,137.74,1,220983,CALIB,-0.302,0.12
10075644,708396,830210,2023-10-14 20:45:03,Temperature,61.82,°C,36.14,87.72,0,None,35,-71,54.02,104.8,1,231128,OK,0.4068,0.17
33052167,730250,805208,2025-08-19 14:20:38,Torque,50.4553,A,37.8,63.67,0,Info,87,-80,115.43,118.83,2,224037,CALIB,0.0852,1.1
52840857,726851,825806,2026-04-13 17:02:12,Pressure,36.5366,deg,23.2,64.93,0,Warning,86,-21,133.55,55.53,1,201710,ERR,-0.1543,0.02
79234615,745247,853532,2023-08-04 19:40:39,Vibration,29.9685,Nm,19.24,54.43,0,Critical,26,-24,111.73,131.26,2,229507,WARN,-0.5319,2.79
74202736,708643,827981,2023-11-21 23:44:29,Position,84.4439,Nm,58.32,106.96,0,Critical,32,-57,176.41,89.53,2,226084,CALIB,0.6315,2.4
33268064,762012,856821,2024-11-28 14:54:13,Temperature,41.9508,deg,22.63,55.69,0,None,59,-45,172.57,39.25,3,273804,CALIB,0.5399,0.24
56452263,744957,869457,2024-08-31 01:36:14,Distance,91.8234,°C,71.93,102.41,0,Critical,7,-84,51.6,77.17,2,289752,TIMEOUT,-0.1752,1.34
12413948,752378,883382,2026-01-07 13:18:54,Pressure,40.0627,Nm,10.84,61.5,0,Critical,98,-54,177.14,59.32,2,273189,OK,-0.153,0.47
35051094,765466,800170,2023-10-05 17:26:31,Speed,52.9702,g,27.69,70.87,0,None,27,-75,170.95,85.94,1,264394,CALIB,-0.5565,0.94
12479223,765505,802030,2024-08-13 04:21:13,Acceleration,36.1464,lux,6.48,55.09,0,None,68,-80,163.25,142.32,2,205072,WARN,0.2485,1.43
96241873,752778,822256,2023-12-14 11:20:38,Acceleration,70.2214,°C,44.07,85.82,0,Info,86,-32,77.75,18.98,1,267891,TIMEOUT,-0.4453,1.97
56550239,747197,805208,2026-02-16 01:02:47,Temperature,51.9225,A,23.18,73.58,0,None,93,-77,130.11,129.46,3,208387,CALIB,-0.7513,3.19
50031931,724857,800340,2024-02-29 08:20:33,Pressure,88.1342,A,69.12,103.83,0,Info,21,-51,92.7,31.93,1,253997,TIMEOUT,0.9268,0.94
61277617,750180,864872,2025-05-17 19:52:24,Temperature,48.7319,deg,37.87,74.16,0,None,18,-42,4.63,77.5,2,216605,OK,0.3058,1.58
51298242,765518,834114,2023-03-25 09:18:29,Current,44.6346,°C,16.5,59.88,0,None,44,-21,161.89,123.78,1,208663,CALIB,-0.7318,2.49
49591355,724695,830210,2025-12-02 16:09:47,Vibration,21.8817,g,2.54,37.52,0,None,20,-84,34.46,17.44,3,275941,ERR,0.6134,2.33
42971170,736128,809234,2023-03-26 08:00:59,Vibration,33.8257,m/s²,23.81,52.0,0,None,88,-34,109.53,55.19,2,230219,TIMEOUT,0.1138,11.53
90581100,724857,800372,2023-01-09 23:57:05,Temperature,19.3712,m,-0.99,37.96,0,None,56,-32,162.42,51.92,1,288036,CALIB,-0.0905,2.97
15403459,720202,830885,2024-02-15 12:23:15,Speed,48.9242,m/s²,24.86,75.34,0,None,50,-60,56.2,61.99,1,291190,WARN,-0.0852,2.2
30010552,714844,848130,2023-07-16 19:38:02,Distance,39.8352,deg,24.45,58.3,0,None,78,-59,197.86,131.65,3,242486,ERR,0.0018,2.93
34706805,732221,800372,2023-06-17 15:42:56,Speed,44.8174,Nm,22.93,66.12,0,None,37,-48,167.51,138.41,3,237221,OK,-0.797,1.06
87958210,735011,867363,2023-05-10 01:19:16,Speed,80.2627,lux,63.96,102.05,0,Warning,35,-31,13.4,42.46,1,281487,TIMEOUT,0.3669,0.71
42952585,767218,867591,2024-10-08 07:09:13,Pressure,70.3265,Pa,54.22,83.99,0,None,92,-74,83.17,35.34,1,293757,OK,-0.084,0.84
27197032,769579,825446,2024-08-19 12:43:40,Pressure,30.9116,m,4.7,57.18,0,Info,27,-31,150.05,41.42,2,204294,OK,-0.5444,0.55
87329301,701359,875817,2023-06-04 18:00:07,Position,57.6157,deg,34.0,71.82,0,None,10,-71,9.91,80.26,3,260003,ERR,-0.1708,4.25
58898938,707610,855548,2025-10-28 05:56:03,Current,56.3264,Pa,45.18,78.51,0,Info,39,-53,19.83,97.0,2,286463,OK,0.0607,15.91
96930642,24096,800372,2024-10-18 17:26:10,Vibration,40.3094,lux,26.05,54.31,0,None,86,-40,168.74,55.14,1,254741,CALIB,-0.605,0.32
11113769,752378,830588,2024-06-23 14:19:51,Position,44.822,m/s²,26.25,67.8,0,None,60,-29,79.87,20.29,2,275033,WARN,-0.2876,0.26
22281728,768888,800170,2025-11-11 14:55:40,Temperature,52.8783,m/s,34.51,77.0,0,Warning,52,-44,162.57,58.65,2,284434,OK,0.2751,1.54
54690295,706571,878159,2024-04-17 23:32:38,Pressure,34.4567,Pa,7.66,58.5,0,None,64,-70,7.92,2.17,1,299421,WARN,0.006,4.71
99956114,731369,867256,2025-11-10 03:30:29,Position,69.6281,m/s²,56.61,97.44,0,None,39,-44,182.94,9.23,1,244018,ERR,1.1824,1.51
82318455,768429,882825,2023-08-07 21:35:49,Speed,45.7362,A,32.99,73.46,0,None,82,-72,24.74,55.17,2,204440,ERR,-0.6777,0.61
29573861,768261,817231,2026-02-10 05:45:03,Position,80.9979,deg,52.6,107.99,0,None,23,-71,138.12,32.62,1,223750,CALIB,0.5144,1.52
60655968,726727,866838,2023-08-29 05:01:51,Position,37.575,g,25.48,54.08,0,Warning,11,-72,33.51,146.6,2,260021,TIMEOUT,-1.1136,2.3
50052154,756840,847982,2023-07-25 10:52:31,Distance,41.9495,m/s²,13.38,60.84,0,None,55,-88,172.0,71.63,2,225001,WARN,-0.2441,1.24
33182805,737673,866838,2024-03-22 09:43:02,Speed,44.408,A,29.09,71.35,0,Warning,60,-55,158.47,135.01,2,211705,ERR,-0.1082,2.68
21992460,746042,872589,2025-06-08 01:05:59,Distance,64.3553,g,44.98,82.63,0,Warning,92,-65,174.45,71.26,3,260251,TIMEOUT,-1.3255,1.7
37511525,710409,848709,2024-12-10 21:04:40,Acceleration,70.1468,Nm,51.44,96.8,0,None,55,-70,43.34,118.62,2,249486,OK,-0.096,1.92
16568913,747277,891374,2025-08-21 15:45:34,Speed,35.6104,Pa,20.31,57.09,0,Info,15,-63,62.95,46.44,3,278523,ERR,-0.0999,0.35
60828935,726851,819596,2025-12-04 21:29:44,Temperature,21.3693,Nm,-8.04,36.37,0,None,17,-72,121.19,132.3,2,202415,ERR,1.0133,2.4
44251526,737380,891690,2023-02-20 23:22:32,Temperature,71.0247,deg,49.23,95.74,0,Info,70,-84,192.68,99.32,2,269607,ERR,-0.3585,0.13
47574364,768928,817686,2023-02-26 13:53:00,Position,21.6052,°C,-4.99,42.65,0,Warning,16,-29,85.84,13.02,3,230876,ERR,0.4467,0.54
91261380,756446,840291,2025-06-13 02:13:18,Speed,60.3085,Nm,32.74,87.35,0,None,24,-59,33.72,113.9,3,233677,TIMEOUT,-0.4015,0.04
85724718,707270,827981,2025-10-09 20:01:19,Distance,40.2965,lux,17.64,54.69,0,Warning,81,-27,1.71,41.91,2,274365,TIMEOUT,-0.1507,0.91
68478034,765856,834114,2024-09-27 08:54:48,Pressure,48.7124,°C,22.34,75.96,0,Warning,50,-31,97.63,89.37,1,263514,TIMEOUT,-0.6606,0.22
81243397,706571,864872,2023-11-09 22:41:08,Current,38.4764,m,25.12,57.73,0,None,41,-31,0.78,76.24,3,245759,OK,-0.3989,0.7
26574818,714783,892723,2023-11-16 05:50:55,Position,41.0178,deg,30.58,67.32,0,Critical,15,-63,1.52,60.64,2,291773,OK,-0.05,2.18
91300862,702621,855548,2025-04-19 05:40:24,Torque,33.7363,m,4.31,49.02,0,Critical,66,-47,85.18,49.39,3,234290,WARN,-0.9534,0.08
21634981,725993,853609,2025-10-16 15:26:22,Acceleration,32.7291,Pa,18.15,53.86,0,None,50,-73,97.99,120.23,2,257094,OK,0.086,4.14
72692751,748504,899533,2025-07-05 14:32:15,Luminosity,42.9386,Nm,25.37,64.21,0,None,14,-21,192.68,145.85,3,251338,CALIB,1.124,1.08
43929997,741429,809271,2026-04-10 12:14:35,Distance,21.9422,m/s²,-0.18,46.61,0,None,96,-64,189.66,11.59,1,267832,WARN,-0.306,0.52
91866314,708396,856821,2023-07-28 11:07:39,Temperature,28.3427,A,10.14,45.91,0,None,83,-22,117.69,82.09,1,205474,TIMEOUT,-0.191,4.18
90137223,744760,810581,2024-10-01 17:58:11,Acceleration,60.2306,A,33.28,78.18,0,None,10,-86,89.44,82.8,1,295406,ERR,0.2264,1.9
48248456,716393,883382,2023-03-15 10:11:36,Speed,68.3478,m/s,45.35,82.57,0,None,30,-27,194.93,68.97,3,276594,ERR,-1.3848,0.26
29898267,710877,891374,2024-11-27 07:20:28,Torque,51.8194,Nm,26.75,69.48,0,None,43,-53,73.64,137.35,1,217534,TIMEOUT,0.3952,0.55
80683164,728130,830210,2024-06-29 22:26:40,Position,37.2301,m,13.03,52.97,0,None,12,-55,73.71,134.7,2,273400,CALIB,0.5698,2.04
99324342,730283,828930,2023-06-12 15:51:31,Position,58.6097,deg,41.31,83.21,0,Info,38,-37,35.36,148.66,1,200008,ERR,0.1643,0.31
36990674,710688,891194,2025-04-29 17:47:17,Torque,82.4769,deg,58.15,97.43,0,Info,24,-22,185.85,74.88,2,270809,TIMEOUT,-0.2079,4.1
34225242,767218,882825,2023-10-12 05:55:00,Torque,63.6328,A,41.9,84.88,0,None,60,-80,34.65,16.62,3,201202,TIMEOUT,0.301,1.63
19969785,746514,800372,2023-12-25 06:32:39,Acceleration,61.0916,lux,43.99,78.98,0,Warning,48,-25,64.32,136.51,3,259340,TIMEOUT,0.4861,1.65
12777201,705024,838266,2023-10-01 17:19:54,Pressure,80.616,m/s²,61.09,107.77,0,None,84,-35,153.59,33.66,1,228300,ERR,0.3468,0.66
82648441,720202,817231,2024-01-23 07:24:06,Position,97.8888,m/s,79.58,122.19,0,Info,79,-28,75.35,67.5,1,285927,TIMEOUT,-0.5926,0.58
73632706,702995,808288,2023-03-05 13:48:28,Acceleration,65.1538,g,41.56,91.75,0,Warning,59,-55,35.59,33.63,1,223545,CALIB,0.3117,1.31
92665882,747197,813510,2024-09-12 10:36:58,Distance,51.6251,Pa,21.75,74.88,0,None,13,-86,39.25,101.97,1,292012,OK,-0.2617,2.76
97425652,740242,863757,2023-07-01 10:03:40,Acceleration,44.2429,m/s²,27.99,65.52,0,None,42,-39,48.0,149.04,2,273466,TIMEOUT,-0.2412,1.97
24704052,745918,811596,2025-12-16 21:52:22,Luminosity,53.6848,°C,30.88,79.65,0,Info,79,-58,195.58,72.4,2,274048,ERR,0.3871,0.46
58595701,758149,847982,2024-03-11 10:39:35,Pressure,50.1504,lux,27.81,78.87,0,Warning,20,-29,53.26,40.0,1,225624,OK,-0.3873,1.57
89590426,714047,825446,2024-10-19 01:18:44,Distance,112.419,m/s²,99.47,141.8,0,None,85,-72,88.83,103.38,3,293826,TIMEOUT,0.2086,0.09
82927289,747277,869457,2023-04-13 08:15:42,Speed,102.9879,Nm,75.85,116.82,0,None,15,-54,139.22,26.8,2,207333,CALIB,0.4632,2.5
90484585,720202,876985,2024-01-27 15:30:19,Current,48.0584,A,22.25,71.42,0,None,71,-57,121.75,60.38,1,236809,WARN,-0.2705,1.7
74008988,734524,847982,2025-02-07 18:35:37,Pressure,60.3652,Nm,32.39,81.25,0,Info,36,-25,32.69,140.17,1,249614,ERR,0.2592,0.36
72097777,760643,883382,2025-12-14 10:29:31,Position,78.3567,deg,63.06,98.39,0,None,24,-37,68.63,59.26,1,287353,WARN,0.02,2.7
35432729,748037,802030,2025-08-15 13:53:56,Temperature,67.2045,m,54.98,86.56,0,None,30,-52,141.42,138.79,3,226072,CALIB,0.4724,6.68
48241798,749574,819596,2023-09-21 04:40:10,Pressure,26.0919,m,6.12,38.22,0,Critical,61,-81,150.39,111.4,2,279718,ERR,-0.0857,0.63
