movement_id,product_id,robot_id,movement_date,movement_type,quantity,from_zone,to_zone,from_rack,to_rack,duration_min,batch_number,order_id,weight_kg,condition_flag,scan_count,error_flag,temperature_at_move_c,operator_id,unit_value_usd
24001198,553702,678131,2023-12-19 10:14:31,Inbound,911,Zone-G,Zone-F,R33-02,R31-07,86,9595946,88363230,0.03,Damaged,2,0,31.0,7965,50.45
59298512,506909,669417,2025-05-02 03:05:36,Inbound,796,Zone-H,Zone-D,R42-03,R02-07,71,8685825,72451400,13.86,Good,4,1,5.8,5000,13.22
56352560,506880,679721,2023-01-17 15:54:18,Replenishment,546,Zone-A,Zone-D,R43-03,R13-07,112,3617053,53209966,2.18,Good,1,0,-2.6,2014,56.48
25142744,556936,610734,2024-08-24 08:21:30,Outbound,275,Zone-E,Zone-F,R11-06,R15-07,116,2412785,53621317,6.36,Good,1,0,24.9,9648,2.48
48726384,562655,663976,2025-09-29 18:37:42,Inbound,418,Zone-G,Zone-A,R05-09,R05-02,58,9497365,58926794,8.19,Damaged,4,0,15.9,7456,2.28
69200502,521893,631734,2023-05-16 10:08:20,Internal Transfer,977,Zone-A,Zone-F,R07-06,R48-01,20,4508156,33535417,27.75,Good,4,0,31.3,1951,11.58
42753789,563097,657230,2023-06-26 00:01:51,Adjustment,887,Zone-B,Zone-C,R11-04,R22-07,20,2908177,53804764,65.24,Quarantine,5,0,14.0,9908,42.7
75375410,582725,602267,2026-02-20 04:19:13,Return,361,Zone-D,Zone-B,R04-02,R32-04,40,2468012,74508304,1.93,Good,3,0,11.5,1772,5.06
74662261,581798,679719,2023-12-06 09:30:57,Internal Transfer,165,Zone-H,Zone-E,R06-01,R15-06,84,9978262,67934611,10.62,Good,1,0,-3.6,4375,27.68
57273887,530319,680326,2025-05-20 15:32:37,Return,310,Zone-D,Zone-B,R42-05,R31-08,95,1646532,22606605,3.12,Good,4,0,17.6,3005,41.37
18598038,522654,675075,2023-06-27 02:42:11,Adjustment,529,Zone-H,Zone-D,R36-07,R03-04,82,6154585,32814790,10.28,Good,5,0,10.0,2376,15.51
74339085,553361,616596,2025-07-17 06:09:56,Adjustment,821,Zone-D,Zone-H,R01-09,R21-06,93,3019375,76288000,8.28,Good,3,0,31.2,3463,8.45
79271894,515845,602267,2025-05-10 12:57:36,Internal Transfer,41,Zone-B,Zone-A,R47-02,R29-09,55,7595193,25149421,5.3,Good,5,0,10.5,5350,0.58
42494181,545155,628500,2025-11-11 01:40:12,Replenishment,811,Zone-F,Zone-C,R31-01,R45-08,53,2215616,92306393,4.49,Good,5,0,32.3,8619,41.44
91252687,523704,615545,2024-11-05 02:59:22,Outbound,634,Zone-D,Zone-A,R07-02,R49-05,43,8752953,65374794,40.37,Good,1,0,22.9,9565,7.61
68217565,559500,651580,2024-07-11 09:37:10,Return,183,Zone-F,Zone-C,R11-07,R01-02,55,6583971,94934854,37.67,Good,3,0,37.1,9869,27.07
53260017,536047,607530,2025-02-08 14:03:51,Replenishment,769,Zone-E,Zone-C,R23-01,R48-07,52,6473044,58338790,30.72,Good,1,0,15.6,2329,15.4
83645976,530319,669844,2025-11-26 14:18:45,Inbound,147,Zone-E,Zone-A,R04-01,R42-02,7,8295491,69335233,50.68,Good,2,0,29.5,5476,41.6
17255806,551915,633675,2025-02-03 21:58:24,Outbound,674,Zone-C,Zone-G,R30-04,R26-01,99,1938790,27578237,4.54,Good,2,0,8.4,2855,8.53
66693400,506169,633675,2024-09-26 11:55:52,Internal Transfer,595,Zone-E,Zone-F,R12-03,R44-07,64,1751538,50979438,11.78,Good,1,0,22.0,6902,103.65
10398542,574989,680166,2025-03-16 19:58:40,Inbound,388,Zone-D,Zone-C,R26-01,R20-06,68,2805660,21541501,25.12,Good,4,0,4.4,9663,13.25
18373912,554057,631734,2024-02-09 21:40:33,Inbound,687,Zone-G,Zone-B,R16-04,R09-06,7,7377726,73775290,46.95,Good,1,0,1.0,5103,22.89
50390620,568083,675518,2025-12-23 04:15:45,Inbound,40,Zone-B,Zone-B,R32-07,R27-06,40,6439627,36403903,2.99,Good,4,0,7.4,3605,16.69
64927301,559500,600358,2025-06-19 18:23:21,Inbound,871,Zone-B,Zone-E,R06-07,R19-07,91,3866815,39130605,2.78,Good,4,0,16.4,8555,52.65
76641576,581742,678222,2026-01-09 20:35:36,Replenishment,196,Zone-G,Zone-C,R42-07,R28-02,67,7242484,67061961,26.06,Damaged,3,0,22.0,5365,107.31
65669099,550766,679719,2024-09-29 11:11:21,Replenishment,447,Zone-D,Zone-E,R31-01,R15-06,90,9471777,98007331,0.41,Good,3,0,-2.8,2276,11.17
23759516,501479,621159,2024-01-09 13:18:32,Internal Transfer,710,Zone-D,Zone-F,R11-06,R16-04,45,8375133,75457849,11.99,Good,2,1,9.8,7259,54.71
55209860,581950,688889,2024-04-01 14:52:51,Replenishment,55,Zone-B,Zone-D,R23-07,R37-07,27,2468608,86861254,16.24,Good,1,0,22.6,8202,7.09
61060006,548654,615238,2023-08-11 18:35:39,Internal Transfer,476,Zone-E,Zone-F,R35-08,R20-05,57,5309060,78704441,3.13,Good,3,1,28.8,7220,48.81
65820579,521444,607530,2025-07-06 13:41:45,Inbound,268,Zone-H,Zone-A,R30-05,R35-05,85,8833337,32865307,8.57,Good,3,0,12.6,3897,24.29
93684060,531914,604897,2023-03-10 21:23:35,Adjustment,897,Zone-B,Zone-G,R27-07,R18-07,22,1175784,53004938,10.62,Good,5,0,8.1,4648,35.09
39964218,566826,669894,2023-11-02 13:26:48,Internal Transfer,362,Zone-C,Zone-H,R20-03,R30-07,64,8625233,40974982,5.21,Good,2,0,14.4,7073,67.47
43818172,513611,669844,2023-07-04 01:26:33,Adjustment,805,Zone-A,Zone-D,R01-03,R08-01,49,8935031,85334815,8.98,Good,3,0,10.7,2460,114.12
21093499,553969,665434,2023-03-09 12:22:06,Outbound,310,Zone-C,Zone-C,R15-07,R42-01,4,7967086,59978451,7.79,Good,5,0,2.3,9078,31.62
93226181,523704,615545,2023-10-09 03:12:07,Outbound,833,Zone-D,Zone-G,R41-09,R12-06,1,5670353,26586476,19.49,Good,2,1,16.2,4313,72.87
11288684,543102,680326,2026-03-18 12:52:12,Internal Transfer,307,Zone-E,Zone-F,R32-01,R11-01,14,4974030,65496754,15.87,Expired,5,0,2.0,4234,155.44
45794029,538752,615238,2025-04-22 09:36:42,Outbound,829,Zone-G,Zone-D,R05-02,R39-07,48,4775451,80342223,4.96,Good,5,0,27.6,6356,1.11
86944950,511487,600782,2025-04-17 22:59:00,Return,260,Zone-E,Zone-F,R39-06,R07-04,94,8133773,17302192,8.81,Good,3,1,28.9,7224,54.79
41333810,527493,657230,2023-12-20 08:58:29,Return,20,Zone-E,Zone-F,R16-07,R13-04,53,3976314,66608112,16.75,Good,2,0,-3.2,7700,66.92
68161394,537468,615312,2025-10-19 08:15:01,Inbound,776,Zone-D,Zone-H,R22-05,R29-05,48,7788992,79601452,9.05,Good,4,0,24.8,9954,14.6
86583782,522471,615545,2024-06-12 01:03:56,Outbound,17,Zone-A,Zone-F,R08-09,R19-02,9,5346861,63077568,12.68,Good,3,1,1.6,7288,6.49
29657739,531255,675518,2025-05-27 17:10:26,Inbound,525,Zone-D,Zone-F,R06-03,R06-08,73,1252799,18738978,5.82,Good,1,0,7.0,2844,52.88
17761568,506808,680326,2025-06-27 14:07:06,Internal Transfer,161,Zone-B,Zone-A,R33-01,R17-04,35,5327527,42982102,60.1,Good,1,0,-1.0,2200,2.2
81911064,555214,679969,2025-10-26 17:12:11,Internal Transfer,819,Zone-B,Zone-A,R12-06,R28-06,31,4341642,69665347,29.62,Good,1,0,14.4,6397,32.39
45111673,553749,679719,2024-01-28 21:00:59,Internal Transfer,48,Zone-B,Zone-E,R26-02,R07-04,31,3073619,47098130,74.59,Good,4,0,13.5,6168,242.7
81915561,566826,675518,2023-06-24 07:23:33,Return,796,Zone-D,Zone-E,R24-08,R19-02,60,5659747,63012647,23.48,Good,1,0,23.1,2672,34.05
21940599,513636,669844,2026-01-23 20:37:42,Adjustment,533,Zone-C,Zone-H,R34-04,R18-07,39,1992031,11902690,5.61,Good,4,0,1.3,6860,6.7
62548768,508679,668650,2025-12-06 06:24:29,Inbound,574,Zone-D,Zone-F,R29-03,R38-05,49,9513799,59323516,18.37,Good,3,0,16.2,8668,59.86
85435746,500557,614918,2025-11-24 18:42:29,Internal Transfer,683,Zone-D,Zone-A,R33-09,R32-05,9,1221943,97593683,22.52,Good,4,0,23.9,4885,20.32
57714396,574989,637907,2024-02-25 21:06:11,Inbound,695,Zone-B,Zone-E,R04-08,R16-09,92,6437081,61073110,40.52,Good,2,0,7.3,4235,56.15
34004716,532957,655379,2023-10-30 21:16:51,Internal Transfer,657,Zone-H,Zone-C,R44-06,R28-09,4,4723256,61377660,11.31,Good,4,0,24.3,6120,30.93
90062444,522471,685359,2023-10-15 06:57:24,Adjustment,855,Zone-F,Zone-D,R34-02,R28-01,60,5380990,34112664,7.94,Good,1,0,25.1,5677,2.04
72389983,555876,631216,2025-08-05 02:38:28,Inbound,171,Zone-E,Zone-F,R48-07,R37-02,79,9070681,27680753,15.14,Good,2,0,1.2,2399,17.68
53229270,531914,661727,2023-01-02 19:40:58,Replenishment,946,Zone-H,Zone-G,R42-04,R32-05,107,8775211,29625419,27.23,Good,4,0,-3.2,8184,40.66
86991873,503603,675518,2024-01-12 06:31:46,Inbound,932,Zone-F,Zone-B,R05-04,R41-04,52,6999408,34610227,29.57,Good,2,0,-1.8,7997,17.27
18698332,561367,670915,2023-09-23 09:11:51,Outbound,379,Zone-H,Zone-F,R11-04,R24-09,106,3087551,30590603,23.66,Quarantine,1,0,37.0,3670,15.35
55604453,531435,678131,2023-07-17 15:40:02,Internal Transfer,554,Zone-D,Zone-C,R27-08,R19-03,39,4851060,42740550,53.83,Good,5,0,11.0,4757,5.2
86830195,582846,651059,2024-09-20 22:03:18,Replenishment,630,Zone-E,Zone-B,R23-09,R02-07,55,9153181,64255981,5.17,Good,4,0,20.7,6971,88.95
85410973,528931,602267,2023-02-15 05:04:14,Replenishment,186,Zone-B,Zone-C,R06-04,R36-05,54,1309434,40947237,4.64,Good,4,0,27.9,9193,7.14
89297773,518978,669844,2024-04-26 05:38:44,Internal Transfer,301,Zone-F,Zone-D,R25-05,R19-06,39,1918462,85663493,5.21,Good,4,0,26.7,8302,94.1
50820210,83351,679719,2025-09-26 07:49:49,Return,573,Zone-A,Zone-F,R20-09,R39-04,99,2347429,31937412,3.45,Good,2,0,9.4,5127,23.09
89112230,501183,665671,2023-04-15 18:11:17,Internal Transfer,375,Zone-D,Zone-C,R22-04,R02-03,108,1074703,91553213,0.59,Good,4,0,20.1,8081,3.58
21391775,528940,628726,2024-01-11 09:37:21,Inbound,472,Zone-C,Zone-D,R20-08,R41-01,77,6665431,68843104,2.48,Damaged,4,0,37.9,7829,95.22
65829341,581950,628516,2023-02-11 22:16:24,Inbound,507,Zone-B,Zone-A,R21-02,R43-03,90,3255693,62920521,10.38,Quarantine,3,0,29.9,2024,64.04
95840231,551915,688889,2023-03-11 03:25:45,Internal Transfer,917,Zone-G,Zone-D,R40-06,R30-09,38,4787377,84948085,12.92,Good,5,1,16.7,8931,4.38
78584049,538835,637907,2023-10-16 08:29:32,Internal Transfer,517,Zone-G,Zone-B,R32-06,R22-02,6,3423165,81220562,16.44,Good,5,0,-0.1,2894,8.63
82523943,532398,631216,2024-10-17 23:24:18,Internal Transfer,491,Zone-G,Zone-B,R24-06,R06-03,81,8211374,41846465,7.89,Good,2,0,37.3,3619,16.45
76573335,572748,669894,2025-09-01 15:40:16,Internal Transfer,712,Zone-H,Zone-B,R09-04,R15-04,116,5320152,52834938,10.28,Good,4,0,30.8,1153,48.86
11319359,502975,623462,2024-06-17 03:08:36,Internal Transfer,942,Zone-E,Zone-B,R33-04,R26-07,17,9205351,47752428,16.12,Good,1,0,-0.2,9468,48.81
66035092,508933,628726,2024-03-31 01:55:57,Inbound,666,Zone-C,Zone-E,R01-08,R46-05,95,2932120,28189647,11.26,Quarantine,1,0,-1.7,1191,7.99
56081630,506688,648338,2025-03-12 17:16:51,Adjustment,769,Zone-E,Zone-B,R22-08,R19-05,65,5173536,47886734,12.58,Good,3,0,4.8,4109,6.24
83449812,530894,633675,2025-09-23 10:10:23,Internal Transfer,402,Zone-G,Zone-F,R16-05,R48-02,14,6138250,67458714,51.04,Good,1,0,20.8,3154,10.94
75147759,556419,615238,2025-04-07 04:07:57,Internal Transfer,487,Zone-E,Zone-H,R32-09,R13-08,1,5347677,37887753,18.35,Good,4,0,-2.6,9490,26.31
50923454,534953,607355,2026-02-02 05:05:34,Outbound,924,Zone-D,Zone-B,R23-06,R37-08,45,1628514,93920852,17.49,Good,3,0,9.1,4783,67.43
41886011,582725,663976,2026-02-25 18:00:47,Adjustment,324,Zone-F,Zone-D,R08-02,R25-01,71,4866701,52693521,3.3,Good,1,0,20.6,8431,6.6
41552743,573937,674983,2024-09-26 00:31:08,Outbound,634,Zone-G,Zone-D,R40-07,R17-05,36,1409291,13302299,2.47,Quarantine,1,0,24.6,4362,56.1
33989651,569259,628500,2023-08-12 13:45:42,Internal Transfer,132,Zone-E,Zone-G,R36-09,R22-05,90,1411159,47429249,1.19,Good,3,0,0.2,1155,166.45
56296705,524853,625254,2024-01-25 04:04:59,Replenishment,331,Zone-D,Zone-A,R16-06,R27-09,52,1556806,21226948,19.83,Good,1,1,12.6,5788,36.3
29788986,531435,675075,2025-12-07 10:52:46,Return,19,Zone-A,Zone-F,R47-04,R34-04,32,5301139,87922908,40.57,Good,5,1,16.9,4988,83.26
91317765,517354,604150,2025-03-06 00:44:41,Adjustment,112,Zone-D,Zone-D,R19-04,R47-09,116,9088441,65079684,13.2,Good,2,0,33.9,3136,49.99
82450423,567666,633675,2023-02-23 03:28:41,Outbound,164,Zone-G,Zone-A,R09-08,R32-06,98,3686710,23542187,10.47,Good,1,0,11.5,3257,35.18
21751729,549669,665434,2025-12-11 07:19:23,Inbound,128,Zone-B,Zone-B,R27-09,R07-07,34,7316923,37225023,1.74,Good,4,0,20.9,2193,36.26
35528445,519920,678222,2023-06-04 10:20:13,Replenishment,186,Zone-C,Zone-G,R43-01,R22-07,38,7257175,82438595,4.04,Good,4,0,15.5,8994,5.05
38697890,508764,615312,2025-02-06 20:20:28,Outbound,19,Zone-A,Zone-G,R42-09,R27-06,51,3980834,79201824,12.18,Good,5,0,14.5,4072,30.59
29225515,574264,683144,2025-11-04 09:00:38,Outbound,738,Zone-H,Zone-F,R34-05,R03-07,75,8317811,34651992,24.73,Good,1,0,4.0,7371,9.51
95331906,539329,623462,2025-01-24 10:22:55,Outbound,248,Zone-H,Zone-E,R06-05,R40-03,48,1194436,35233174,0.35,Good,2,0,27.4,9262,84.01
93567516,577297,683144,2025-07-31 17:09:37,Inbound,613,Zone-A,Zone-G,R49-05,R49-08,3,1098815,34084862,21.48,Quarantine,2,0,28.7,9665,116.54
71153132,522377,610142,2025-05-12 20:48:23,Internal Transfer,125,Zone-H,Zone-E,R37-06,R16-01,41,2193055,69978171,21.42,Good,4,0,37.2,1675,0.6
93651719,573857,602267,2024-09-13 09:37:36,Outbound,417,Zone-C,Zone-G,R07-04,R46-03,19,2377512,83059588,23.87,Good,1,0,26.4,3719,17.93
13050024,573857,607355,2025-12-07 23:35:01,Adjustment,70,Zone-A,Zone-G,R17-08,R14-01,83,4378019,95616353,16.91,Good,4,0,9.5,1447,37.25
17874405,533553,648338,2024-08-12 07:16:33,Outbound,131,Zone-F,Zone-F,R22-06,R15-01,28,6334220,45431045,4.41,Good,3,0,8.7,2823,19.85
24767426,546792,662450,2025-10-07 07:17:15,Inbound,201,Zone-H,Zone-B,R43-04,R25-02,92,4732499,11652885,11.26,Good,2,0,20.9,2701,36.28
78181303,569759,669493,2025-03-24 22:11:07,Inbound,715,Zone-C,Zone-A,R32-08,R05-01,104,7430803,68451990,14.39,Good,4,0,25.4,2542,29.72
23376378,527492,669894,2024-02-14 18:32:51,Return,530,Zone-A,Zone-D,R23-07,R26-06,17,4148634,45935557,7.17,Good,3,0,18.4,8409,36.17
68794738,506688,679969,2025-02-02 08:10:54,Outbound,358,Zone-G,Zone-G,R26-04,R49-09,36,1129601,75938655,12.83,Good,5,0,16.5,5872,78.4
22162094,577560,615312,2023-11-04 20:59:08,Inbound,624,Zone-D,Zone-D,R16-09,R38-01,60,5152925,54480471,62.58,Good,4,1,1.4,6983,88.79
46623064,546804,669844,2025-04-24 06:03:24,Replenishment,249,Zone-H,Zone-C,R28-05,R13-04,6,7543792,15384135,7.14,Good,1,0,28.8,7314,6.46
30140738,574895,610142,2024-12-02 03:39:13,Replenishment,549,Zone-G,Zone-D,R37-02,R26-08,26,8118435,56799278,30.74,Good,5,0,26.0,6965,120.85
26012008,514725,610142,2025-03-02 00:12:33,Internal Transfer,170,Zone-C,Zone-G,R26-09,R17-05,83,5374214,59022181,32.52,Damaged,4,0,11.5,3604,14.78
49753785,533708,672335,2023-10-24 16:41:39,Internal Transfer,429,Zone-E,Zone-G,R11-07,R27-09,50,5359929,84673279,24.71,Good,1,0,34.0,2957,24.24
89536119,502216,648338,2025-09-18 22:38:16,Outbound,809,Zone-C,Zone-H,R29-07,R28-08,55,5723471,98728922,9.02,Good,1,0,36.6,4871,43.53
21715475,508764,670915,2024-05-15 03:05:16,Outbound,989,Zone-A,Zone-H,R46-01,R28-01,48,1344454,58111405,4.69,Good,3,0,0.2,6564,97.39
26614891,551915,680166,2026-03-21 06:29:34,Outbound,872,Zone-G,Zone-D,R02-09,R21-03,106,6971477,40969210,1.21,Damaged,3,0,34.4,7224,27.05
17163320,521893,625254,2024-03-31 19:39:52,Return,920,Zone-B,Zone-B,R24-09,R02-08,1,9419783,41884121,23.46,Good,5,0,30.0,7738,10.02
15027841,527492,606283,2024-10-12 22:33:50,Internal Transfer,78,Zone-D,Zone-F,R30-06,R01-05,32,4365935,61693176,1.4,Good,3,1,13.7,4253,12.52
71539299,561331,631871,2024-03-19 11:10:23,Replenishment,614,Zone-A,Zone-G,R12-06,R37-01,93,6124560,41395687,15.36,Good,2,0,23.9,5535,23.39
51580079,576715,668904,2024-12-28 02:13:19,Inbound,885,Zone-G,Zone-F,R31-06,R19-01,100,2162659,18916081,1.87,Good,4,0,-1.6,2056,31.06
23742327,513636,628726,2026-04-29 17:38:02,Internal Transfer,880,Zone-B,Zone-F,R34-05,R04-03,78,2846479,32505408,20.76,Good,1,0,28.0,1554,56.7
47843414,533576,634338,2024-04-23 08:46:14,Outbound,727,Zone-D,Zone-B,R03-05,R31-02,75,6927077,52761910,5.43,Good,2,1,25.8,6779,17.33
30172668,516178,621159,2025-02-19 04:09:20,Adjustment,73,Zone-D,Zone-D,R15-05,R11-09,106,8171813,50112834,6.02,Good,5,0,13.5,8846,69.43
63547238,516771,625254,2024-07-08 18:03:51,Return,220,Zone-B,Zone-A,R06-02,R23-08,113,6994412,20235916,1.68,Good,3,0,27.3,9314,64.62
18841549,581798,674983,2026-01-15 23:42:38,Outbound,949,Zone-A,Zone-A,R40-07,R10-03,27,9850761,70382902,35.88,Good,2,0,36.7,6245,82.79
10118089,567666,669417,2023-01-05 16:23:06,Return,161,Zone-F,Zone-A,R28-08,R43-05,57,2462306,95153425,40.94,Good,1,0,9.3,9613,102.58
93391815,526503,678222,2025-11-15 21:43:06,Return,777,Zone-A,Zone-D,R01-07,R07-04,5,8237663,39575027,10.5,Good,5,0,9.3,1977,19.63
39990247,533917,675518,2024-06-29 06:05:13,Outbound,195,Zone-A,Zone-B,R03-07,R23-05,9,8980526,45311586,18.63,Good,2,0,11.1,7633,47.62
55396574,501356,679719,2023-06-25 16:32:18,Return,394,Zone-G,Zone-B,R25-02,R19-01,5,9013360,15573521,5.28,Good,4,0,7.8,6032,1.68
34381586,569367,604897,2025-06-14 03:01:28,Inbound,104,Zone-C,Zone-C,R02-02,R10-08,79,7691893,21721118,4.37,Good,1,0,3.0,6951,15.48
45842035,559154,628726,2024-08-28 12:00:44,Inbound,6,Zone-F,Zone-H,R26-04,R30-09,52,4997282,66482496,22.23,Good,1,0,32.4,5574,38.93
93411163,555214,669844,2023-06-28 21:42:08,Outbound,372,Zone-E,Zone-F,R14-07,R28-09,48,2290143,70357750,2.89,Good,1,0,31.5,3525,15.02
98150217,569619,628516,2024-05-18 03:21:17,Outbound,612,Zone-G,Zone-A,R22-03,R15-06,88,5974892,69519539,4.14,Good,5,0,30.4,1816,36.14
41213744,582846,679719,2024-04-07 08:48:08,Inbound,682,Zone-G,Zone-C,R14-06,R29-05,92,1351411,84386866,6.45,Good,5,0,22.6,1680,69.17
82752468,542719,665671,2025-04-07 20:30:41,Outbound,100,Zone-A,Zone-G,R35-04,R37-06,47,6111594,39320541,24.15,Quarantine,4,0,20.5,7132,21.72
95776167,524611,615545,2023-11-14 05:05:06,Adjustment,32,Zone-A,Zone-F,R14-01,R29-04,98,6093453,58731416,23.1,Good,5,0,30.0,4541,23.77
67270390,530319,669844,2023-03-14 12:08:31,Return,541,Zone-G,Zone-B,R27-04,R47-04,33,2063195,51764523,13.85,Good,2,1,7.5,1142,42.7
62828175,579200,678222,2025-06-13 13:50:11,Internal Transfer,709,Zone-F,Zone-B,R36-07,R36-08,97,1945776,50023777,12.94,Good,4,0,36.3,5792,62.41
11500752,576629,628500,2024-01-27 03:32:26,Return,29,Zone-D,Zone-B,R28-03,R07-03,12,6638613,23111140,0.55,Good,5,0,5.1,6254,31.88
