reading_id,sensor_id,robot_id,timestamp,reading_type,value,unit,threshold_min,threshold_max,alert_triggered,alert_level,battery_level_pct,signal_strength_dbm,location_x_m,location_y_m,floor_level,zone_id,status_code,calibration_offset,packet_loss_pct
80584246,741430,340277,2023-12-29 18:07:04,Speed,80.3171,A,56.03,103.6,1,Warning,23,-24,133.83,23.5,3,211550,ERR,0.3864,2.65
58086269,745918,335025,2025-05-23 12:55:46,Distance,47.4705,°C,28.44,74.0,0,,48,-63,90.98,65.15,2,221982,CALIB,-0.168,6.6
93633395,744760,279917,2025-02-25 11:35:39,Speed,49.9209,Pa,24.66,70.73,1,Warning,77,-40,64.39,14.51,1,221982,CALIB,0.1327,0.19
75254140,705535,315601,2026-02-26 21:26:38,Distance,70.0763,Nm,43.78,90.58,0,,23,-36,113.64,82.91,2,219630,OK,0.4298,2.57
57765442,760643,237080,2026-04-25 10:42:29,Luminosity,33.5247,Pa,6.68,52.53,0,,33,-27,157.34,104.8,3,225644,TIMEOUT,0.0717,0.66
51739713,744788,365277,2025-04-16 04:01:48,Acceleration,83.4464,lux,62.05,103.34,0,,34,-30,53.91,32.19,3,275130,CALIB,0.1124,0.18
58687738,707234,330368,2023-05-14 20:23:22,Torque,28.0198,deg,1.74,48.18,1,Warning,31,-26,196.14,63.97,1,237363,CALIB,0.8694,0.56
44442448,755900,281322,2024-12-09 17:54:51,Current,53.9831,lux,25.84,73.78,0,,57,-51,147.65,63.13,3,267120,ERR,-0.3651,0.77
52408280,99601,237080,2023-06-18 14:41:59,Pressure,72.0114,g,45.49,95.62,0,,22,-55,5.53,51.89,1,210830,CALIB,-0.1148,5.76
64501182,753432,206205,2023-01-01 15:46:29,Torque,60.2129,Nm,37.41,86.96,0,,36,-61,46.03,97.98,3,266246,ERR,-0.0844,0.75
64071899,732221,348262,2025-01-18 20:46:06,Current,12.0522,Pa,1.24,36.91,0,,58,-73,37.98,27.34,1,240291,OK,0.8095,0.12
18893026,770247,310545,2025-03-02 08:18:39,Current,67.055,A,54.45,82.21,1,Info,65,-23,96.55,24.92,3,266017,CALIB,0.1554,1.04
81743362,734821,365277,2025-07-05 05:02:02,Temperature,36.3777,m,10.03,58.07,1,Critical,65,-65,185.4,17.77,3,208994,WARN,-0.1528,0.7
78493639,708563,359495,2024-06-26 16:48:51,Position,27.1154,°C,14.92,40.99,0,,24,-35,65.0,100.98,3,242742,OK,0.2309,0.63
24741378,716393,225817,2026-04-30 03:26:59,Position,58.9868,A,44.11,76.06,1,Info,53,-63,102.54,116.71,2,210770,WARN,0.3367,0.09
73912207,730283,216929,2023-07-17 13:02:28,Distance,30.3301,A,11.16,43.33,0,,37,-28,137.11,48.23,1,249237,ERR,-0.7837,6.45
37397183,762012,330368,2025-06-02 19:00:17,Luminosity,29.6091,m/s,-0.36,40.58,0,,45,-46,65.0,31.09,1,254320,ERR,-1.0629,0.46
49433354,730575,315601,2025-04-26 07:35:56,Position,51.7276,°C,37.38,65.17,0,,23,-26,70.9,71.62,2,260142,OK,0.6607,0.86
84867678,749636,227135,2023-07-12 16:17:09,Distance,45.2121,Nm,30.08,67.82,0,,73,-45,64.41,64.98,2,240291,WARN,-0.0192,0.41
35612278,769549,206986,2025-10-13 09:57:36,Vibration,33.0325,deg,15.24,49.79,1,Critical,45,-78,195.96,127.43,1,244872,WARN,0.3903,6.16
62789405,730283,193062,2024-09-12 00:21:40,Speed,48.6414,lux,27.97,60.86,1,Warning,44,-32,17.89,37.08,2,249797,OK,0.3173,0.17
97813565,745247,349409,2025-03-05 14:07:36,Temperature,73.3676,m,55.78,90.79,1,Info,71,-67,14.15,4.59,1,205980,ERR,0.8207,1.39
89552505,704324,349083,2025-02-25 15:13:54,Pressure,86.2826,m/s,57.76,115.95,0,,49,-28,106.76,117.68,1,253267,TIMEOUT,0.2021,4.1
66439030,765466,206986,2023-09-26 00:44:42,Position,23.0915,m/s²,12.71,36.52,0,,92,-46,99.92,36.69,2,244872,OK,-0.1126,4.5
59129970,744760,345017,2025-03-02 02:35:00,Current,19.5711,Nm,-5.86,44.43,1,Info,74,-85,182.92,6.82,3,206925,TIMEOUT,-1.5906,4.11
34893804,770058,230071,2025-07-25 16:51:21,Acceleration,59.5934,m/s,33.21,80.3,1,Critical,9,-49,72.93,83.47,2,209294,WARN,0.2091,0.53
72733420,737535,226201,2025-12-22 16:03:47,Position,68.1959,m/s²,51.86,96.46,0,,69,-53,81.23,80.74,2,242832,TIMEOUT,0.34,0.25
74744694,755964,319485,2023-08-06 08:50:30,Current,105.1356,m/s,75.99,118.24,1,Warning,68,-63,198.57,134.16,1,242742,CALIB,-0.0443,0.83
81696895,738035,335025,2023-01-18 03:10:41,Position,32.511,Nm,9.19,60.18,0,,74,-33,59.15,122.79,2,220452,CALIB,-0.3383,0.57
24838838,746042,364234,2023-05-23 06:17:20,Distance,52.4071,Nm,28.39,72.21,0,,97,-36,99.3,92.81,1,261589,TIMEOUT,-0.5959,1.67
90336925,707270,248706,2025-08-26 05:31:19,Temperature,27.7937,Nm,-1.43,52.15,0,,62,-57,52.92,122.02,1,208994,OK,0.1684,1.35
42212451,759129,197718,2025-12-25 08:14:02,Vibration,57.4053,m/s²,29.39,68.98,0,,10,-49,111.3,124.98,1,219630,TIMEOUT,0.0088,0.93
29033574,725804,196966,2025-02-15 01:48:22,Speed,72.1244,Nm,56.5,90.46,0,,75,-86,139.75,10.79,2,232907,CALIB,0.5191,1.4
11676712,700048,238860,2025-05-02 07:20:08,Vibration,64.9326,lux,54.02,76.6,1,Critical,97,-80,91.18,76.61,3,210830,TIMEOUT,-1.0488,0.61
12024916,742554,262631,2026-01-15 06:37:36,Pressure,67.0501,m,46.04,82.8,1,Info,9,-84,33.69,117.6,1,266017,WARN,0.7475,1.29
39094638,726716,349083,2024-10-08 09:45:40,Pressure,65.5111,m/s²,44.56,78.03,0,,6,-73,0.16,137.74,1,267633,CALIB,-0.302,0.12
10075644,708396,248706,2023-10-14 20:45:03,Temperature,61.82,°C,36.14,87.72,0,,35,-71,54.02,104.8,1,244872,OK,0.4068,0.17
33052167,730250,197718,2025-08-19 14:20:38,Torque,50.4553,A,37.8,63.67,1,Info,87,-80,115.43,118.83,2,247949,CALIB,0.0852,1.1
52840857,726851,237080,2026-04-13 17:02:12,Pressure,36.5366,deg,23.2,64.93,1,Warning,86,-21,133.55,55.53,1,211550,ERR,-0.1543,0.02
79234615,745247,293125,2023-08-04 19:40:39,Vibration,29.9685,Nm,19.24,54.43,1,Critical,26,-24,111.73,131.26,2,270995,WARN,-0.5319,2.79
74202736,708643,244619,2023-11-21 23:44:29,Position,84.4439,Nm,58.32,106.96,1,Critical,32,-57,176.41,89.53,2,205716,CALIB,0.6315,2.4
33268064,762012,307192,2024-11-28 14:54:13,Temperature,41.9508,deg,22.63,55.69,0,,59,-45,172.57,39.25,3,235659,CALIB,0.5399,0.24
56452263,744957,339282,2024-08-31 01:36:14,Distance,91.8234,°C,71.93,102.41,1,Critical,7,-84,51.6,77.17,2,225644,TIMEOUT,-0.1752,1.34
12413948,752378,356102,2026-01-07 13:18:54,Pressure,40.0627,Nm,10.84,61.5,1,Critical,98,-54,177.14,59.32,2,244872,OK,-0.153,0.47
35051094,765466,187503,2023-10-05 17:26:31,Speed,52.9702,g,27.69,70.87,0,,27,-75,170.95,85.94,1,273796,CALIB,-0.5565,0.94
12479223,765505,196966,2024-08-13 04:21:13,Acceleration,36.1464,lux,6.48,55.09,0,,68,-80,163.25,142.32,2,247949,WARN,0.2485,1.43
96241873,752778,227135,2023-12-14 11:20:38,Acceleration,70.2214,°C,44.07,85.82,1,Info,86,-32,77.75,18.98,1,219630,TIMEOUT,-0.4453,1.97
56550239,747197,197718,2026-02-16 01:02:47,Temperature,51.9225,A,23.18,73.58,0,,93,-77,130.11,129.46,3,266017,CALIB,-0.7513,3.19
50031931,724857,193062,2024-02-29 08:20:33,Pressure,88.1342,A,69.12,103.83,1,Info,21,-51,92.7,31.93,1,267024,TIMEOUT,0.9268,0.94
61277617,750180,312809,2025-05-17 19:52:24,Temperature,48.7319,deg,37.87,74.16,0,,18,-42,4.63,77.5,2,235198,OK,0.3058,1.58
51298242,765518,257666,2023-03-25 09:18:29,Current,44.6346,°C,16.5,59.88,0,,44,-21,161.89,123.78,1,211550,CALIB,-0.7318,2.49
49591355,724695,248706,2025-12-02 16:09:47,Vibration,21.8817,g,2.54,37.52,0,,20,-84,34.46,17.44,3,205980,ERR,0.6134,2.33
42971170,736128,206986,2023-03-26 08:00:59,Vibration,33.8257,m/s²,23.81,52.0,0,,88,-34,109.53,55.19,2,249797,TIMEOUT,0.1138,11.53
90581100,724857,195528,2023-01-09 23:57:05,Temperature,19.3712,m,-0.99,37.96,0,,56,-32,162.42,51.92,1,235321,CALIB,-0.0905,2.97
15403459,720202,253533,2024-02-15 12:23:15,Speed,48.9242,m/s²,24.86,75.34,0,,50,-60,56.2,61.99,1,209294,WARN,-0.0852,2.2
30010552,714844,279917,2023-07-16 19:38:02,Distance,39.8352,deg,24.45,58.3,0,,78,-59,197.86,131.65,3,210770,ERR,0.0018,2.93
34706805,732221,195528,2023-06-17 15:42:56,Speed,44.8174,Nm,22.93,66.12,0,,37,-48,167.51,138.41,3,205969,OK,-0.797,1.06
87958210,735011,335025,2023-05-10 01:19:16,Speed,80.2627,lux,63.96,102.05,1,Warning,35,-31,13.4,42.46,1,259755,TIMEOUT,0.3669,0.71
42952585,767218,337172,2024-10-08 07:09:13,Pressure,70.3265,Pa,54.22,83.99,0,,92,-74,83.17,35.34,1,212996,OK,-0.084,0.84
27197032,769579,236348,2024-08-19 12:43:40,Pressure,30.9116,m,4.7,57.18,1,Info,27,-31,150.05,41.42,2,239090,OK,-0.5444,0.55
87329301,701359,348262,2023-06-04 18:00:07,Position,57.6157,deg,34.0,71.82,0,,10,-71,9.91,80.26,3,259083,ERR,-0.1708,4.25
58898938,707610,304514,2025-10-28 05:56:03,Current,56.3264,Pa,45.18,78.51,1,Info,39,-53,19.83,97.0,2,232907,OK,0.0607,15.91
96930642,24096,195528,2024-10-18 17:26:10,Vibration,40.3094,lux,26.05,54.31,0,,86,-40,168.74,55.14,1,242832,CALIB,-0.605,0.32
11113769,752378,249592,2024-06-23 14:19:51,Position,44.822,m/s²,26.25,67.8,0,,60,-29,79.87,20.29,2,268034,WARN,-0.2876,0.26
22281728,768888,187503,2025-11-11 14:55:40,Temperature,52.8783,m/s,34.51,77.0,1,Warning,52,-44,162.57,58.65,2,209263,OK,0.2751,1.54
54690295,706571,349083,2024-04-17 23:32:38,Pressure,34.4567,Pa,7.66,58.5,0,,64,-70,7.92,2.17,1,267024,WARN,0.006,4.71
99956114,731369,330368,2025-11-10 03:30:29,Position,69.6281,m/s²,56.61,97.44,0,,39,-44,182.94,9.23,1,206937,ERR,1.1824,1.51
82318455,768429,353245,2023-08-07 21:35:49,Speed,45.7362,A,32.99,73.46,0,,82,-72,24.74,55.17,2,259083,ERR,-0.6777,0.61
29573861,768261,225817,2026-02-10 05:45:03,Position,80.9979,deg,52.6,107.99,0,,23,-71,138.12,32.62,1,217505,CALIB,0.5144,1.52
60655968,726727,320932,2023-08-29 05:01:51,Position,37.575,g,25.48,54.08,1,Warning,11,-72,33.51,146.6,2,260142,TIMEOUT,-1.1136,2.3
50052154,756840,275174,2023-07-25 10:52:31,Distance,41.9495,m/s²,13.38,60.84,0,,55,-88,172.0,71.63,2,254699,WARN,-0.2441,1.24
33182805,737673,320932,2024-03-22 09:43:02,Speed,44.408,A,29.09,71.35,1,Warning,60,-55,158.47,135.01,2,232907,ERR,-0.1082,2.68
21992460,746042,345017,2025-06-08 01:05:59,Distance,64.3553,g,44.98,82.63,1,Warning,92,-65,174.45,71.26,3,203407,TIMEOUT,-1.3255,1.7
37511525,710409,281322,2024-12-10 21:04:40,Acceleration,70.1468,Nm,51.44,96.8,0,,55,-70,43.34,118.62,2,206536,OK,-0.096,1.92
16568913,747277,361825,2025-08-21 15:45:34,Speed,35.6104,Pa,20.31,57.09,1,Info,15,-63,62.95,46.44,3,267955,ERR,-0.0999,0.35
60828935,726851,226224,2025-12-04 21:29:44,Temperature,21.3693,Nm,-8.04,36.37,0,,17,-72,121.19,132.3,2,205980,ERR,1.0133,2.4
44251526,737380,364234,2023-02-20 23:22:32,Temperature,71.0247,deg,49.23,95.74,1,Info,70,-84,192.68,99.32,2,217505,ERR,-0.3585,0.13
47574364,768928,226201,2023-02-26 13:53:00,Position,21.6052,°C,-4.99,42.65,1,Warning,16,-29,85.84,13.02,3,225644,ERR,0.4467,0.54
91261380,756446,270524,2025-06-13 02:13:18,Speed,60.3085,Nm,32.74,87.35,0,,24,-59,33.72,113.9,3,225896,TIMEOUT,-0.4015,0.04
85724718,707270,244619,2025-10-09 20:01:19,Distance,40.2965,lux,17.64,54.69,1,Warning,81,-27,1.71,41.91,2,208994,TIMEOUT,-0.1507,0.91
68478034,765856,257666,2024-09-27 08:54:48,Pressure,48.7124,°C,22.34,75.96,1,Warning,50,-31,97.63,89.37,1,267633,TIMEOUT,-0.6606,0.22
81243397,706571,312809,2023-11-09 22:41:08,Current,38.4764,m,25.12,57.73,0,,41,-31,0.78,76.24,3,206937,OK,-0.3989,0.7
26574818,714783,365277,2023-11-16 05:50:55,Position,41.0178,deg,30.58,67.32,1,Critical,15,-63,1.52,60.64,2,262423,OK,-0.05,2.18
91300862,702621,304514,2025-04-19 05:40:24,Torque,33.7363,m,4.31,49.02,1,Critical,66,-47,85.18,49.39,3,214068,WARN,-0.9534,0.08
21634981,725993,304218,2025-10-16 15:26:22,Acceleration,32.7291,Pa,18.15,53.86,0,,50,-73,97.99,120.23,2,209294,OK,0.086,4.14
72692751,748504,371360,2025-07-05 14:32:15,Luminosity,42.9386,Nm,25.37,64.21,0,,14,-21,192.68,145.85,3,232480,CALIB,1.124,1.08
43929997,741429,213652,2026-04-10 12:14:35,Distance,21.9422,m/s²,-0.18,46.61,0,,96,-64,189.66,11.59,1,210770,WARN,-0.306,0.52
91866314,708396,307192,2023-07-28 11:07:39,Temperature,28.3427,A,10.14,45.91,0,,83,-22,117.69,82.09,1,208059,TIMEOUT,-0.191,4.18
90137223,744760,214819,2024-10-01 17:58:11,Acceleration,60.2306,A,33.28,78.18,0,,10,-86,89.44,82.8,1,208994,ERR,0.2264,1.9
48248456,716393,356102,2023-03-15 10:11:36,Speed,68.3478,m/s,45.35,82.57,0,,30,-27,194.93,68.97,3,266017,ERR,-1.3848,0.26
29898267,710877,361825,2024-11-27 07:20:28,Torque,51.8194,Nm,26.75,69.48,0,,43,-53,73.64,137.35,1,249237,TIMEOUT,0.3952,0.55
80683164,728130,248706,2024-06-29 22:26:40,Position,37.2301,m,13.03,52.97,0,,12,-55,73.71,134.7,2,263154,CALIB,0.5698,2.04
99324342,730283,245144,2023-06-12 15:51:31,Position,58.6097,deg,41.31,83.21,1,Info,38,-37,35.36,148.66,1,205716,ERR,0.1643,0.31
36990674,710688,359495,2025-04-29 17:47:17,Torque,82.4769,deg,58.15,97.43,1,Info,24,-22,185.85,74.88,2,261589,TIMEOUT,-0.2079,4.1
34225242,767218,353245,2023-10-12 05:55:00,Torque,63.6328,A,41.9,84.88,0,,60,-80,34.65,16.62,3,247949,TIMEOUT,0.301,1.63
19969785,746514,195528,2023-12-25 06:32:39,Acceleration,61.0916,lux,43.99,78.98,1,Warning,48,-25,64.32,136.51,3,270500,TIMEOUT,0.4861,1.65
12777201,705024,264294,2023-10-01 17:19:54,Pressure,80.616,m/s²,61.09,107.77,0,,84,-35,153.59,33.66,1,242742,ERR,0.3468,0.66
82648441,720202,225817,2024-01-23 07:24:06,Position,97.8888,m/s,79.58,122.19,1,Info,79,-28,75.35,67.5,1,267120,TIMEOUT,-0.5926,0.58
73632706,702995,203076,2023-03-05 13:48:28,Acceleration,65.1538,g,41.56,91.75,1,Warning,59,-55,35.59,33.63,1,275130,CALIB,0.3117,1.31
92665882,747197,216929,2024-09-12 10:36:58,Distance,51.6251,Pa,21.75,74.88,0,,13,-86,39.25,101.97,1,205969,OK,-0.2617,2.76
97425652,740242,310545,2023-07-01 10:03:40,Acceleration,44.2429,m/s²,27.99,65.52,0,,42,-39,48.0,149.04,2,271969,TIMEOUT,-0.2412,1.97
24704052,745918,215302,2025-12-16 21:52:22,Luminosity,53.6848,°C,30.88,79.65,1,Info,79,-58,195.58,72.4,2,254699,ERR,0.3871,0.46
58595701,758149,275174,2024-03-11 10:39:35,Pressure,50.1504,lux,27.81,78.87,1,Warning,20,-29,53.26,40.0,1,235659,OK,-0.3873,1.57
89590426,714047,236348,2024-10-19 01:18:44,Distance,112.419,m/s²,99.47,141.8,0,,85,-72,88.83,103.38,3,221982,TIMEOUT,0.2086,0.09
82927289,747277,339282,2023-04-13 08:15:42,Speed,102.9879,Nm,75.85,116.82,0,,15,-54,139.22,26.8,2,237363,CALIB,0.4632,2.5
90484585,720202,348893,2024-01-27 15:30:19,Current,48.0584,A,22.25,71.42,0,,71,-57,121.75,60.38,1,235198,WARN,-0.2705,1.7
74008988,734524,275174,2025-02-07 18:35:37,Pressure,60.3652,Nm,32.39,81.25,1,Info,36,-25,32.69,140.17,1,209294,ERR,0.2592,0.36
72097777,760643,356102,2025-12-14 10:29:31,Position,78.3567,deg,63.06,98.39,0,,24,-37,68.63,59.26,1,240601,WARN,0.02,2.7
35432729,748037,196966,2025-08-15 13:53:56,Temperature,67.2045,m,54.98,86.56,0,,30,-52,141.42,138.79,3,274468,CALIB,0.4724,6.68
48241798,749574,226224,2023-09-21 04:40:10,Pressure,26.0919,m,6.12,38.22,1,Critical,61,-81,150.39,111.4,2,235198,ERR,-0.0857,0.63
32678394,754949,261510,2023-04-12 01:56:10,Distance,38.1026,m,24.14,56.72,0,,58,-29,133.88,74.39,3,270500,ERR,-0.204,2.25
