log_id,robot_id,technician_id,maintenance_date,maintenance_type,duration_hours,parts_replaced,labor_cost_usd,parts_cost_usd,total_cost_usd,downtime_hours,priority,completion_status,fault_code,work_order_id,scheduled_flag,warehouse_id,next_maintenance_date,recurrence_count,inspection_passed
67857316,385424,172376,2025-03-21,Inspection,6.38,Wheel,464.7,174.92,639.62,0.43,High,Completed,FC101,5354126,0,1017,2026-02-19,2,1
68233271,310545,454008,2023-07-30,Emergency,9.83,Cable,790.0,166.4,956.4,0.97,High,Completed,FC505,7465986,1,1015,2024-01-27,3,1
42884944,262631,677729,2023-03-26,Inspection,20.78,Motor,511.47,121.38,632.85,0.64,Medium,Completed,FC202,8585664,1,1000,2023-09-03,5,1
44471779,226224,403740,2025-08-27,Emergency,22.96,Battery,552.67,442.04,994.71,5.08,High,Completed,FC000,1417746,0,1013,2026-08-07,4,1
78947236,393242,298605,2025-10-30,Inspection,3.42,Sensor,107.78,108.31,216.09,0.48,Critical,Completed,FC000,9033415,0,1002,2026-04-10,1,1
90238858,408331,305939,2025-05-12,Predictive,22.93,Motor,299.38,132.43,431.81,2.1,Medium,Completed,FC000,3675113,1,1003,2025-12-04,7,1
93547643,468267,620527,2023-02-28,Preventive,16.78,Gripper,471.42,275.88,747.3,1.27,Medium,Completed,FC505,5837917,1,1009,2023-06-06,1,0
86566709,244619,663407,2024-06-07,Corrective,7.68,Wheel,723.25,202.66,925.91,1.78,High,Completed,FC000,1476357,1,1003,2025-04-16,3,1
10065404,365277,157594,2025-01-17,Preventive,7.33,,742.86,315.01,1057.87,1.87,Medium,Completed,FC000,7147345,1,1013,2025-07-04,1,1
64227494,427310,496947,2025-12-09,Inspection,14.2,Wheel,193.95,174.78,368.73,0.75,Medium,Pending,FC101,4527548,1,1010,2026-02-15,3,1
49953561,353245,306230,2025-03-03,Preventive,14.39,Camera,833.11,146.76,979.87,6.77,Low,Completed,FC101,6973993,1,1012,2025-06-02,4,1
50067844,396874,122156,2023-05-18,Preventive,9.36,Battery,325.39,40.66,366.05,1.47,Low,Completed,FC000,1746080,1,1002,2024-01-02,3,1
25954726,400861,576241,2023-08-08,Preventive,17.19,Sensor,543.08,66.11,609.19,2.63,Medium,Completed,FC000,8524319,0,1019,2024-05-23,4,1
73088515,361825,350969,2024-07-07,Preventive,2.25,Camera,964.0,228.19,1192.19,0.67,Low,Pending,FC202,6839861,1,1018,2025-02-02,6,1
76049452,195528,325948,2025-03-07,Corrective,17.8,Battery,395.41,390.92,786.33,3.96,Medium,Completed,FC606,2907379,1,1010,2025-05-13,7,1
50667963,345017,215148,2023-05-09,Inspection,5.26,Motor,732.48,139.09,871.57,0.25,Medium,In Progress,FC000,6640539,1,1016,2023-09-05,5,1
10281448,282126,524260,2024-03-26,Preventive,13.66,Gripper,939.62,55.89,995.51,16.02,Medium,Completed,FC101,3624317,0,1001,2024-05-09,4,1
67174665,393242,565698,2024-04-19,Corrective,7.77,Wheel,861.94,408.49,1270.43,1.91,Critical,Completed,FC202,8438371,0,1014,2025-04-01,1,1
54715281,203076,315592,2025-05-31,Corrective,20.24,Battery,467.35,83.19,550.54,0.81,High,Completed,FC404,3476511,1,1016,2026-02-26,4,0
42325382,384122,672791,2024-06-19,Inspection,4.04,Wheel,937.64,6.29,943.93,2.06,Low,Completed,FC101,7510071,1,1017,2024-12-03,7,1
38290716,490884,392020,2024-01-16,Predictive,7.48,Battery,63.5,2.28,65.78,1.45,Critical,Pending,FC404,1438282,1,1010,2024-07-03,6,1
75740334,340277,171298,2024-04-29,Predictive,18.07,Camera,867.39,83.51,950.9,35.67,Medium,Pending,FC606,9943371,1,1018,2024-12-31,0,1
68098282,195528,321352,2025-01-07,Emergency,18.65,Battery,233.33,129.49,362.82,6.91,High,Completed,FC404,8725709,1,1017,2025-06-08,7,1
43728586,364234,348803,2024-01-20,Preventive,4.4,Sensor,250.68,127.2,377.88,4.53,Medium,Completed,FC202,5245222,1,1004,2024-11-14,5,1
13102704,206205,613031,2024-04-19,Preventive,19.66,Motor,197.75,427.81,625.56,4.36,Low,Completed,FC505,7851179,1,1011,2024-09-13,4,1
76899586,227135,471816,2025-12-15,Emergency,19.59,Battery,811.15,115.04,926.19,0.56,Medium,Completed,FC404,4124000,0,1010,2026-11-25,7,1
74021122,259095,319559,2026-04-17,Corrective,14.69,Gripper,1033.74,137.37,1171.11,12.31,Medium,Completed,FC606,2048875,1,1019,2027-03-19,1,1
31293853,264294,597786,2025-06-09,Corrective,22.17,Gripper,322.98,87.57,410.55,0.99,Critical,Escalated,FC404,8858252,1,1006,2026-03-07,5,1
70887103,448730,114356,2025-12-21,Preventive,12.35,Motor,533.9,558.16,1092.06,0.86,Low,Pending,FC404,8345732,1,1005,2026-04-08,0,1
33825793,433717,209270,2025-06-23,Corrective,9.34,Wheel,436.41,84.99,521.4,19.85,Low,Completed,FC000,9434363,1,1011,2025-10-01,7,1
22249054,238860,496947,2024-10-28,Preventive,13.86,Motor,709.19,204.2,913.39,6.07,Medium,Completed,FC404,2025993,0,1004,2025-06-03,2,1
45011834,389093,587982,2025-03-10,Preventive,9.67,Battery,484.86,186.19,671.05,22.0,Medium,In Progress,FC505,5488056,0,1011,2025-07-25,5,0
63143555,393242,549321,2024-07-23,Predictive,4.29,,237.06,196.29,433.35,3.02,Critical,Completed,FC505,2221864,0,1017,2024-10-10,3,1
54852970,378959,398390,2025-07-04,Inspection,18.08,Motor,957.66,394.17,1351.83,3.71,Critical,Completed,FC404,1409076,0,1013,2025-11-06,3,1
70918527,429636,650379,2024-03-25,Corrective,9.01,Battery,626.57,82.15,708.72,1.46,High,Completed,FC505,7995907,1,1004,2024-12-19,3,1
99412523,353245,321882,2025-05-16,Preventive,9.53,Frame,454.24,173.5,627.74,14.73,High,Completed,FC000,8040406,1,1005,2026-04-27,3,0
42837357,398411,481767,2023-02-06,Preventive,15.13,Cable,921.22,574.1,1495.32,7.43,Medium,Completed,FC000,3178552,1,1011,2023-06-15,0,1
63301725,264294,462181,2023-09-25,Preventive,18.33,Camera,596.68,94.84,691.52,16.26,Medium,Completed,FC101,2888967,1,1004,2024-07-08,3,1
91687251,388611,209270,2025-10-09,Predictive,17.47,Sensor,1078.81,334.63,1413.44,2.5,High,Completed,FC303,2615729,1,1008,2026-05-28,0,1
85606003,429636,593477,2025-08-19,Preventive,7.31,Frame,494.06,144.34,638.4,8.34,Medium,Completed,FC101,1473763,1,1007,2025-09-29,0,1
32817575,397176,286828,2024-07-12,Corrective,6.3,Motor,500.45,118.6,619.05,7.59,High,Completed,FC404,2185452,1,1011,2025-04-12,4,0
47250845,206986,195735,2023-07-03,Predictive,11.35,Battery,463.67,24.07,487.74,2.97,Medium,Completed,FC505,3121103,1,1018,2024-04-21,2,1
58303443,476162,533794,2025-07-04,Emergency,1.19,Sensor,215.17,184.02,399.19,3.39,Medium,Escalated,FC000,7581053,1,1002,2025-08-20,2,1
35398648,474226,539116,2024-05-20,Corrective,13.98,Frame,89.12,265.36,354.48,16.69,High,In Progress,FC404,5611901,1,1003,2024-08-22,6,1
22313538,345017,286676,2026-03-02,Emergency,20.52,Gripper,468.67,44.76,513.43,0.41,Medium,In Progress,FC000,2311326,0,1014,2026-10-28,1,0
14639305,310545,392020,2025-01-06,Preventive,10.18,Wheel,1036.79,498.49,1535.28,4.24,Medium,In Progress,FC000,5287960,1,1005,2025-08-18,5,1
75780641,427310,535226,2024-08-04,Corrective,11.95,Sensor,111.91,94.1,206.01,1.51,High,Completed,FC000,5336753,0,1001,2025-05-29,5,1
68802760,259095,144208,2025-11-13,Predictive,12.28,Camera,410.44,925.94,1336.38,0.13,High,Completed,FC000,2764342,1,1016,2026-08-28,3,1
20768282,494990,158055,2025-12-05,Preventive,14.09,Wheel,179.44,64.2,243.64,1.31,Low,Completed,FC202,2908262,1,1003,2026-11-24,6,1
86908267,330368,427105,2023-07-06,Preventive,8.92,Wheel,1108.22,255.15,1363.37,7.83,High,Completed,FC000,1153389,1,1017,2023-08-08,0,1
11216075,389093,209270,2025-03-31,Corrective,14.04,Wheel,197.17,83.96,281.13,1.83,Low,Completed,FC000,7345049,0,1012,2025-07-01,6,1
44166568,361825,491086,2024-11-12,Corrective,22.37,Wheel,462.96,9.16,472.12,2.52,Low,Completed,FC606,1518161,1,1003,2025-01-20,5,1
39901739,393242,274841,2023-08-09,Preventive,10.24,Motor,872.6,50.64,923.24,1.6,Critical,Completed,FC505,1489406,1,1015,2024-05-20,7,1
67167245,345017,549321,2023-03-14,Corrective,1.97,Motor,505.04,81.87,586.91,2.11,Critical,In Progress,FC505,8432375,1,1001,2023-08-29,4,1
59418624,499072,133580,2025-04-13,Emergency,15.79,Motor,837.23,323.27,1160.5,1.15,Critical,In Progress,FC303,2355501,1,1014,2025-10-12,3,1
61865285,361825,155225,2023-04-15,Corrective,23.72,Wheel,250.44,616.53,866.97,0.19,Low,Completed,FC606,2904038,1,1001,2023-11-03,5,1
76046461,493436,668230,2023-01-10,Preventive,22.05,Sensor,402.92,743.54,1146.46,0.94,High,Completed,FC303,6675274,1,1009,2023-12-22,4,1
63304230,495019,257309,2025-08-08,Emergency,18.39,Motor,1177.26,50.64,1227.9,5.34,High,In Progress,FC606,5275656,1,1016,2026-02-19,7,1
64667786,427515,512800,2026-01-22,Predictive,17.38,Motor,820.36,10.65,831.01,4.57,High,In Progress,FC000,5085737,0,1006,2026-10-24,2,1
49692543,393242,565698,2024-02-10,Preventive,6.83,Wheel,737.26,301.21,1038.47,1.68,Low,Completed,FC000,1820718,1,1019,2025-02-05,3,1
46521381,310545,315592,2024-08-28,Emergency,15.53,Sensor,193.82,61.13,254.95,2.44,High,In Progress,FC505,7521218,1,1001,2025-05-18,6,1
74297711,315601,664912,2024-01-30,Preventive,21.76,Motor,594.75,69.75,664.5,8.27,High,Completed,FC101,3889369,0,1013,2024-04-27,2,1
10126199,356102,607873,2025-09-23,Emergency,10.14,Sensor,130.16,14.23,144.39,8.68,Low,Completed,FC606,1668168,1,1004,2026-08-10,4,1
42103397,490884,616318,2024-12-10,Emergency,11.59,Motor,713.72,60.95,774.67,1.29,High,Pending,FC101,9302978,0,1009,2025-01-12,2,1
24706917,448730,129730,2024-04-09,Predictive,7.67,Sensor,874.13,183.4,1057.53,1.93,High,Escalated,FC505,1630749,1,1004,2025-01-14,6,1
89157619,369993,293378,2023-10-24,Corrective,11.61,Battery,1096.25,386.52,1482.77,3.46,Medium,Completed,FC303,2311183,0,1002,2024-05-29,2,0
29407823,203076,476926,2025-08-27,Corrective,3.01,,445.61,79.18,524.79,4.91,Medium,Completed,FC505,9975304,1,1001,2025-10-22,3,1
71666172,203076,245044,2025-08-26,Preventive,21.22,Sensor,74.33,55.85,130.18,4.52,Medium,Completed,FC505,4838080,1,1009,2026-06-04,6,1
77774421,195528,633019,2023-11-26,Emergency,4.38,Battery,1163.31,654.82,1818.13,4.55,High,Completed,FC000,3756107,0,1010,2024-08-03,0,0
50607629,206986,325948,2023-01-22,Preventive,22.23,Battery,681.5,336.83,1018.33,12.54,Low,Completed,FC505,8085391,0,1013,2023-09-25,6,1
93357270,216929,218384,2026-01-18,Preventive,8.07,Frame,367.47,36.38,403.85,1.38,Medium,Completed,FC000,3874330,1,1014,2026-10-08,4,1
73213818,377800,560742,2024-12-19,Predictive,4.86,Frame,1152.99,850.3,2003.29,1.17,Critical,Pending,FC404,6864600,0,1000,2025-06-07,4,0
29627289,381129,496947,2023-07-23,Corrective,7.2,Sensor,1132.19,60.41,1192.6,9.66,High,Completed,FC505,8627949,0,1011,2024-02-05,5,0
49870550,282126,319880,2023-10-02,Emergency,15.86,Gripper,986.52,383.66,1370.18,2.1,Medium,Completed,FC000,5210456,1,1007,2024-07-13,6,1
22124531,203076,235517,2024-05-26,Corrective,4.47,Sensor,556.31,50.15,606.46,12.2,High,Completed,FC101,8899674,0,1013,2025-03-13,4,1
19963324,330368,171298,2023-10-27,Inspection,14.73,Frame,1081.58,301.74,1383.32,1.2,Medium,Escalated,FC202,9007818,0,1012,2024-06-02,2,1
29695798,462172,512800,2025-07-18,Inspection,10.79,Wheel,1063.21,770.11,1833.32,0.78,Low,Escalated,FC202,5307995,1,1000,2025-09-17,5,0
83397605,501118,696438,2023-11-25,Emergency,9.26,Sensor,160.36,50.23,210.59,4.51,Low,Completed,FC202,2666989,1,1015,2024-05-22,1,1
59734995,369993,423002,2023-07-10,Corrective,10.4,Motor,993.04,49.86,1042.9,0.7,Low,Completed,FC101,1744232,0,1016,2023-10-01,1,1
47393159,335025,655165,2023-04-25,Emergency,5.2,Motor,384.61,295.18,679.79,0.01,Low,Completed,FC000,9369808,0,1014,2023-11-20,3,1
61304349,314889,364522,2025-05-02,Predictive,2.0,Wheel,749.21,486.83,1236.04,0.3,High,Completed,FC000,8820805,0,1016,2026-03-02,7,0
27682202,226224,424049,2024-01-07,Emergency,22.21,Battery,1020.67,482.92,1503.59,3.71,Medium,In Progress,FC606,5437702,0,1000,2024-10-30,4,1
77879495,419073,203612,2023-01-16,Preventive,8.68,Wheel,65.86,701.47,767.33,0.2,Low,Completed,FC505,8353306,0,1018,2023-08-29,4,1
44760685,307192,578765,2023-03-13,Corrective,11.48,Battery,918.96,72.79,991.75,2.65,Low,Completed,FC202,8630819,1,1003,2023-08-17,2,0
40377785,270524,650379,2023-07-15,Predictive,9.01,Motor,361.69,65.77,427.46,9.41,High,Completed,FC000,6548145,0,1008,2023-09-30,0,1
15916665,412748,568782,2026-01-10,Corrective,15.03,Camera,227.54,79.95,307.49,1.43,Medium,Completed,FC505,2567001,1,1011,2026-12-30,2,1
27237189,197718,598885,2025-11-29,Preventive,2.11,Battery,105.69,36.71,142.4,4.08,High,Completed,FC101,5647502,0,1019,2026-06-22,2,1
35858947,261510,286676,2023-12-06,Emergency,2.03,Battery,195.13,255.4,450.53,3.09,High,Completed,FC404,6604935,1,1008,2024-05-19,6,0
44317769,282464,298605,2025-02-27,Corrective,12.16,Battery,660.04,90.3,750.34,12.15,Low,Completed,FC000,5024656,1,1000,2025-07-28,2,1
16298797,282126,616318,2023-08-26,Predictive,3.21,Motor,588.81,74.45,663.26,2.55,Medium,Completed,FC101,2191005,1,1002,2024-01-22,6,1
55273058,433717,677729,2024-06-21,Preventive,16.89,Frame,1146.72,62.92,1209.64,6.35,Medium,In Progress,FC101,9756080,1,1017,2025-05-01,3,1
93874725,493045,496947,2023-08-04,Preventive,14.51,Battery,409.23,1.99,411.22,2.65,High,Completed,FC000,6854709,0,1007,2023-10-18,5,0
56205140,335025,598885,2023-02-07,Predictive,4.73,Cable,529.36,83.6,612.96,1.56,High,Completed,FC101,3191950,0,1008,2023-11-02,6,1
77753122,257666,601230,2024-12-21,Emergency,1.89,Sensor,593.14,32.05,625.19,2.36,Medium,Completed,FC303,4328941,0,1006,2025-07-01,5,1
97737538,497050,306230,2026-03-11,Predictive,2.47,Battery,460.93,131.91,592.84,2.46,Medium,Completed,FC000,2077848,1,1003,2026-12-21,6,1
92058144,412182,476926,2025-09-08,Emergency,2.77,Wheel,907.86,101.65,1009.51,5.72,Critical,Completed,FC505,8718360,1,1004,2026-01-30,1,1
18688392,293125,626795,2026-04-17,Predictive,8.52,Gripper,1129.51,360.7,1490.21,1.73,Medium,Completed,FC303,6088305,1,1011,2026-06-08,7,1
13577619,216929,485348,2025-01-31,Preventive,0.8,Motor,1016.18,161.82,1178.0,0.64,High,Completed,FC505,5865792,1,1010,2025-10-04,6,1
50928963,244916,427105,2023-12-16,Corrective,15.35,Frame,625.1,8.16,633.26,2.47,High,Completed,FC000,8594579,1,1017,2024-10-06,6,1
78367757,197718,592319,2025-04-19,Emergency,9.04,Frame,562.69,16.33,579.02,4.64,Medium,Completed,FC000,2857759,1,1000,2026-02-17,5,1
60452101,397176,314663,2025-06-14,Corrective,8.58,Motor,697.66,119.4,817.06,0.46,Low,In Progress,FC303,2821615,0,1003,2025-11-12,5,1
76852718,361825,129730,2025-05-29,Emergency,13.5,Sensor,1160.33,128.15,1288.48,0.41,Critical,Completed,FC101,3891849,0,1017,2025-09-05,5,1
45330650,433717,500242,2023-11-11,Preventive,0.51,Battery,413.39,153.35,566.74,8.3,Medium,Completed,FC000,8408469,1,1000,2024-03-19,1,1
39573146,405049,106987,2024-05-24,Inspection,12.84,Motor,400.74,122.66,523.4,2.01,Critical,Completed,FC303,1296450,1,1005,2024-11-03,6,1
46448402,412182,485348,2025-09-07,Predictive,13.6,Motor,686.51,13.84,700.35,1.6,Low,Completed,FC000,5796205,0,1007,2026-03-25,0,0
78611509,216929,674917,2025-04-24,Predictive,15.14,Camera,217.18,118.96,336.14,1.63,High,Completed,FC202,1142757,1,1012,2025-07-31,4,1
89849351,225817,564156,2023-08-23,Corrective,1.08,Sensor,990.94,227.96,1218.9,8.03,Medium,Completed,FC000,2722102,1,1002,2024-03-13,6,1
77039263,384122,209270,2024-03-29,Preventive,16.22,Battery,395.18,86.29,481.47,1.53,Low,Completed,FC000,2572054,1,1016,2024-07-17,4,1
14637867,488883,402306,2023-09-22,Inspection,9.86,Wheel,68.28,128.95,197.23,8.95,Medium,Completed,FC101,3089113,1,1014,2024-03-16,7,0
47466712,237080,568782,2024-11-17,Corrective,4.97,Cable,153.41,172.88,326.29,6.59,Critical,Completed,FC101,3959382,1,1013,2025-06-30,0,1
57916862,393242,510916,2026-01-04,Emergency,1.8,,774.65,149.69,924.34,32.66,Medium,Completed,FC000,4102587,0,1014,2026-05-17,3,1
68893102,494990,661705,2023-01-07,Preventive,20.58,Frame,1099.07,335.3,1434.37,0.78,High,Completed,FC101,8646416,0,1017,2023-12-11,7,0
33300164,187503,317021,2025-05-17,Inspection,23.46,Gripper,82.53,642.55,725.08,4.14,Medium,Completed,FC404,5769323,0,1007,2025-07-03,1,1
65985588,353245,286828,2024-11-02,Emergency,2.64,Camera,260.15,110.84,370.99,0.22,Medium,In Progress,FC505,4566722,1,1011,2025-04-06,4,1
20754918,378959,158740,2023-07-13,Inspection,0.65,Gripper,822.75,239.94,1062.69,2.99,Medium,Completed,FC505,7569356,1,1013,2023-11-13,6,1
71214316,206205,533794,2023-04-10,Corrective,14.89,Gripper,715.71,211.15,926.86,3.99,High,Completed,FC000,8083529,1,1011,2023-10-18,3,0
63925214,340277,539116,2024-05-30,Predictive,13.52,Motor,463.11,103.25,566.36,7.61,Medium,Completed,FC000,2412629,1,1005,2025-04-10,3,1
85685683,250275,246595,2025-06-10,Corrective,16.23,Battery,785.71,328.48,1114.19,2.16,High,Completed,FC303,8511363,1,1018,2025-10-07,3,1
50674948,206205,246595,2024-09-20,Inspection,2.76,Battery,218.3,309.59,527.89,7.78,Low,Completed,FC202,3657616,1,1002,2025-06-28,3,1
96522115,259095,155225,2023-01-30,Preventive,16.7,Battery,1104.52,362.96,1467.48,3.38,High,Completed,FC404,1115335,1,1008,2023-04-01,4,1
34166777,396874,327808,2023-12-14,Predictive,3.13,,865.59,846.51,1712.1,6.66,Low,Completed,FC303,7005725,1,1009,2024-10-30,1,1
68951649,501118,573718,2023-12-28,Inspection,10.81,Camera,158.92,164.09,323.01,2.54,High,Pending,FC000,7991377,0,1008,2024-08-13,7,1
34723925,491694,587982,2024-02-24,Emergency,1.96,Cable,253.54,149.75,403.29,1.53,High,Pending,FC000,6360061,1,1019,2024-07-30,0,0
10359936,353245,200599,2023-10-13,Preventive,17.29,Battery,1003.05,603.19,1606.24,4.96,Medium,Completed,FC000,4895869,0,1018,2023-11-26,7,1
10162466,412748,327808,2023-05-15,Corrective,12.43,Wheel,313.79,98.58,412.37,6.63,Low,Pending,FC303,3361642,1,1015,2024-02-28,6,1
98926932,244619,620527,2023-02-11,Predictive,15.1,Sensor,151.54,556.57,708.11,2.59,High,Completed,FC101,7730754,1,1015,2023-04-12,3,1
54182281,236348,458693,2025-12-27,Corrective,0.59,Sensor,234.48,9.81,244.29,7.59,Medium,Completed,FC000,6416375,1,1000,2026-02-14,1,0
64933050,393242,209270,2025-06-07,Inspection,17.47,Wheel,348.97,196.92,545.89,3.58,Medium,Escalated,FC000,8497437,1,1013,2026-03-09,2,0
90204238,448730,380480,2023-11-17,Preventive,1.06,Motor,1048.55,400.41,1448.96,10.59,Medium,Completed,FC303,3941547,1,1004,2024-08-09,6,1
32628661,499072,246595,2026-04-24,Corrective,14.47,Gripper,937.38,219.93,1157.31,11.72,Medium,In Progress,FC101,3157465,1,1015,2026-06-08,7,0
35561027,249592,184596,2025-02-07,Preventive,2.1,Motor,1017.62,31.83,1049.45,3.19,Medium,Completed,FC000,4003276,1,1008,2025-05-15,4,1
14080818,476162,648153,2023-02-19,Preventive,15.24,Wheel,1025.19,146.12,1171.31,0.5,High,Completed,FC000,2823917,1,1007,2023-05-06,3,1
85502044,381129,370037,2023-04-30,Preventive,8.62,Wheel,327.79,42.22,370.01,8.61,Medium,Completed,FC404,4196993,1,1008,2023-10-28,1,1
58736252,337172,608862,2024-11-22,Preventive,3.18,Wheel,483.67,197.63,681.3,1.9,High,Completed,FC000,6031065,1,1018,2024-12-28,6,0
98674780,442918,314663,2023-02-15,Emergency,18.08,Sensor,677.28,98.62,775.9,7.43,High,Completed,FC101,2515393,1,1008,2024-01-13,6,0
32635111,257666,218353,2025-08-06,Predictive,8.03,Gripper,958.22,120.14,1078.36,2.02,Critical,Completed,FC202,2589097,1,1004,2026-06-20,0,1
68306603,216929,317021,2023-11-29,Emergency,10.01,Cable,186.82,81.06,267.88,0.75,Medium,Completed,FC202,9842430,0,1017,2024-06-13,1,1
91342475,262631,455062,2024-06-22,Corrective,17.84,Battery,1061.43,233.54,1294.97,0.1,Medium,Completed,FC000,4693568,0,1019,2025-06-09,2,1
64061586,349409,122156,2023-02-25,Predictive,16.55,Battery,877.14,2.75,879.89,4.23,High,Escalated,FC303,6661481,0,1012,2023-06-02,5,1
51184960,193062,143783,2024-06-03,Predictive,13.6,Motor,760.4,363.35,1123.75,3.49,High,Completed,FC404,4382057,1,1012,2025-05-01,6,1
19693464,427515,671725,2024-11-12,Preventive,15.81,Gripper,262.95,70.33,333.28,3.51,High,Completed,FC000,3998316,1,1002,2025-04-28,7,0
89135414,264294,485348,2024-01-02,Corrective,21.18,Battery,829.54,367.77,1197.31,1.97,Medium,Completed,FC606,6051670,0,1008,2024-06-19,0,1
